paper,rating,title,date,duration,genre,nationality,direction,actors
Première,Pas mal,15 minutes,2001-04-04,120,Thriller,allemand,De John Herzfeld,"Avec Roseanne Barr, Robert De Niro, Edward Burns"
Repérages,Pas mal,15 minutes,2001-04-04,120,Thriller,allemand,De John Herzfeld,"Avec Roseanne Barr, Robert De Niro, Edward Burns"
Studio Magazine,Pas mal,15 minutes,2001-04-04,120,Thriller,allemand,De John Herzfeld,"Avec Roseanne Barr, Robert De Niro, Edward Burns"
L'Express,Pas terrible,15 minutes,2001-04-04,120,Thriller,allemand,De John Herzfeld,"Avec Roseanne Barr, Robert De Niro, Edward Burns"
Le Figaro,Pas terrible,15 minutes,2001-04-04,120,Thriller,allemand,De John Herzfeld,"Avec Roseanne Barr, Robert De Niro, Edward Burns"
Le Monde,Pas terrible,15 minutes,2001-04-04,120,Thriller,allemand,De John Herzfeld,"Avec Roseanne Barr, Robert De Niro, Edward Burns"
Libération,Pas terrible,15 minutes,2001-04-04,120,Thriller,allemand,De John Herzfeld,"Avec Roseanne Barr, Robert De Niro, Edward Burns"
Télérama,Pas terrible,15 minutes,2001-04-04,120,Thriller,allemand,De John Herzfeld,"Avec Roseanne Barr, Robert De Niro, Edward Burns"
Urbuz,Pas terrible,15 minutes,2001-04-04,120,Thriller,allemand,De John Herzfeld,"Avec Roseanne Barr, Robert De Niro, Edward Burns"
MCinéma.com,Chef-d'oeuvre,17 fois Cécile Cassard,2002-07-10,105,Drame,français,De Christophe Honoré,"Avec Béatrice Dalle, Romain Duris, Jeanne Balibar"
L'Express,Très bien,17 fois Cécile Cassard,2002-07-10,105,Drame,français,De Christophe Honoré,"Avec Béatrice Dalle, Romain Duris, Jeanne Balibar"
Le Figaroscope,Très bien,17 fois Cécile Cassard,2002-07-10,105,Drame,français,De Christophe Honoré,"Avec Béatrice Dalle, Romain Duris, Jeanne Balibar"
Le Monde,Très bien,17 fois Cécile Cassard,2002-07-10,105,Drame,français,De Christophe Honoré,"Avec Béatrice Dalle, Romain Duris, Jeanne Balibar"
Libération,Très bien,17 fois Cécile Cassard,2002-07-10,105,Drame,français,De Christophe Honoré,"Avec Béatrice Dalle, Romain Duris, Jeanne Balibar"
Première,Très bien,17 fois Cécile Cassard,2002-07-10,105,Drame,français,De Christophe Honoré,"Avec Béatrice Dalle, Romain Duris, Jeanne Balibar"
Studio Magazine,Très bien,17 fois Cécile Cassard,2002-07-10,105,Drame,français,De Christophe Honoré,"Avec Béatrice Dalle, Romain Duris, Jeanne Balibar"
Cahiers du Cinéma,Pas mal,17 fois Cécile Cassard,2002-07-10,105,Drame,français,De Christophe Honoré,"Avec Béatrice Dalle, Romain Duris, Jeanne Balibar"
Chronic'art.com,Pas mal,17 fois Cécile Cassard,2002-07-10,105,Drame,français,De Christophe Honoré,"Avec Béatrice Dalle, Romain Duris, Jeanne Balibar"
Ciné Live,Pas mal,17 fois Cécile Cassard,2002-07-10,105,Drame,français,De Christophe Honoré,"Avec Béatrice Dalle, Romain Duris, Jeanne Balibar"
Le Point,Pas mal,17 fois Cécile Cassard,2002-07-10,105,Drame,français,De Christophe Honoré,"Avec Béatrice Dalle, Romain Duris, Jeanne Balibar"
Les Inrockuptibles,Pas mal,17 fois Cécile Cassard,2002-07-10,105,Drame,français,De Christophe Honoré,"Avec Béatrice Dalle, Romain Duris, Jeanne Balibar"
Obejctif-Cinema.com,Pas mal,17 fois Cécile Cassard,2002-07-10,105,Drame,français,De Christophe Honoré,"Avec Béatrice Dalle, Romain Duris, Jeanne Balibar"
Télérama,Pas mal,17 fois Cécile Cassard,2002-07-10,105,Drame,français,De Christophe Honoré,"Avec Béatrice Dalle, Romain Duris, Jeanne Balibar"
Zurban,Pas mal,17 fois Cécile Cassard,2002-07-10,105,Drame,français,De Christophe Honoré,"Avec Béatrice Dalle, Romain Duris, Jeanne Balibar"
Les Echos,Pas terrible,17 fois Cécile Cassard,2002-07-10,105,Drame,français,De Christophe Honoré,"Avec Béatrice Dalle, Romain Duris, Jeanne Balibar"
Positif,Pas terrible,17 fois Cécile Cassard,2002-07-10,105,Drame,français,De Christophe Honoré,"Avec Béatrice Dalle, Romain Duris, Jeanne Balibar"
TéléCinéObs,Pas terrible,17 fois Cécile Cassard,2002-07-10,105,Drame,français,De Christophe Honoré,"Avec Béatrice Dalle, Romain Duris, Jeanne Balibar"
Télérama,Pas terrible,17 fois Cécile Cassard,2002-07-10,105,Drame,français,De Christophe Honoré,"Avec Béatrice Dalle, Romain Duris, Jeanne Balibar"
Studio Magazine,Chef-d'oeuvre,1943 l'ultime révolte,2002-05-08,163,Guerre,américain,De Jon Avnet,"Avec David Schwimmer, Leelee Sobieski, Hank Azaria"
Cahiers du Cinéma,Très bien,1943 l'ultime révolte,2002-05-08,163,Guerre,américain,De Jon Avnet,"Avec David Schwimmer, Leelee Sobieski, Hank Azaria"
Le Figaroscope,Très bien,1943 l'ultime révolte,2002-05-08,163,Guerre,américain,De Jon Avnet,"Avec David Schwimmer, Leelee Sobieski, Hank Azaria"
Le Monde,Très bien,1943 l'ultime révolte,2002-05-08,163,Guerre,américain,De Jon Avnet,"Avec David Schwimmer, Leelee Sobieski, Hank Azaria"
Le Point,Très bien,1943 l'ultime révolte,2002-05-08,163,Guerre,américain,De Jon Avnet,"Avec David Schwimmer, Leelee Sobieski, Hank Azaria"
MCinéma.com,Très bien,1943 l'ultime révolte,2002-05-08,163,Guerre,américain,De Jon Avnet,"Avec David Schwimmer, Leelee Sobieski, Hank Azaria"
Première,Très bien,1943 l'ultime révolte,2002-05-08,163,Guerre,américain,De Jon Avnet,"Avec David Schwimmer, Leelee Sobieski, Hank Azaria"
Aden,Pas mal,1943 l'ultime révolte,2002-05-08,163,Guerre,américain,De Jon Avnet,"Avec David Schwimmer, Leelee Sobieski, Hank Azaria"
Chronic'art.com,Pas mal,1943 l'ultime révolte,2002-05-08,163,Guerre,américain,De Jon Avnet,"Avec David Schwimmer, Leelee Sobieski, Hank Azaria"
Cine Libre,Pas mal,1943 l'ultime révolte,2002-05-08,163,Guerre,américain,De Jon Avnet,"Avec David Schwimmer, Leelee Sobieski, Hank Azaria"
Ciné Live,Pas mal,1943 l'ultime révolte,2002-05-08,163,Guerre,américain,De Jon Avnet,"Avec David Schwimmer, Leelee Sobieski, Hank Azaria"
Libération,Pas mal,1943 l'ultime révolte,2002-05-08,163,Guerre,américain,De Jon Avnet,"Avec David Schwimmer, Leelee Sobieski, Hank Azaria"
TéléCinéObs,Pas mal,1943 l'ultime révolte,2002-05-08,163,Guerre,américain,De Jon Avnet,"Avec David Schwimmer, Leelee Sobieski, Hank Azaria"
Télérama,Pas mal,1943 l'ultime révolte,2002-05-08,163,Guerre,américain,De Jon Avnet,"Avec David Schwimmer, Leelee Sobieski, Hank Azaria"
Zurban,Pas mal,1943 l'ultime révolte,2002-05-08,163,Guerre,américain,De Jon Avnet,"Avec David Schwimmer, Leelee Sobieski, Hank Azaria"
L'Express,Pas terrible,1943 l'ultime révolte,2002-05-08,163,Guerre,américain,De Jon Avnet,"Avec David Schwimmer, Leelee Sobieski, Hank Azaria"
MCinéma.com,Chef-d'oeuvre,24 heures de la vie d'une femme,2003-01-08,105,Drame,français,De Laurent Bouhnik,"Avec Agnès Jaoui, Michel Serrault, Nikolaj Coster-Waldau"
Chronic'art.com,Très bien,24 heures de la vie d'une femme,2003-01-08,105,Drame,français,De Laurent Bouhnik,"Avec Agnès Jaoui, Michel Serrault, Nikolaj Coster-Waldau"
L'Express,Très bien,24 heures de la vie d'une femme,2003-01-08,105,Drame,français,De Laurent Bouhnik,"Avec Agnès Jaoui, Michel Serrault, Nikolaj Coster-Waldau"
Le Parisien,Très bien,24 heures de la vie d'une femme,2003-01-08,105,Drame,français,De Laurent Bouhnik,"Avec Agnès Jaoui, Michel Serrault, Nikolaj Coster-Waldau"
Les Echos,Très bien,24 heures de la vie d'une femme,2003-01-08,105,Drame,français,De Laurent Bouhnik,"Avec Agnès Jaoui, Michel Serrault, Nikolaj Coster-Waldau"
Studio Magazine,Très bien,24 heures de la vie d'une femme,2003-01-08,105,Drame,français,De Laurent Bouhnik,"Avec Agnès Jaoui, Michel Serrault, Nikolaj Coster-Waldau"
Cahiers du Cinéma,Pas mal,24 heures de la vie d'une femme,2003-01-08,105,Drame,français,De Laurent Bouhnik,"Avec Agnès Jaoui, Michel Serrault, Nikolaj Coster-Waldau"
Le Figaroscope,Pas mal,24 heures de la vie d'une femme,2003-01-08,105,Drame,français,De Laurent Bouhnik,"Avec Agnès Jaoui, Michel Serrault, Nikolaj Coster-Waldau"
Le Monde,Pas mal,24 heures de la vie d'une femme,2003-01-08,105,Drame,français,De Laurent Bouhnik,"Avec Agnès Jaoui, Michel Serrault, Nikolaj Coster-Waldau"
Le Point,Pas mal,24 heures de la vie d'une femme,2003-01-08,105,Drame,français,De Laurent Bouhnik,"Avec Agnès Jaoui, Michel Serrault, Nikolaj Coster-Waldau"
Les Inrockuptibles,Pas mal,24 heures de la vie d'une femme,2003-01-08,105,Drame,français,De Laurent Bouhnik,"Avec Agnès Jaoui, Michel Serrault, Nikolaj Coster-Waldau"
Libération,Pas mal,24 heures de la vie d'une femme,2003-01-08,105,Drame,français,De Laurent Bouhnik,"Avec Agnès Jaoui, Michel Serrault, Nikolaj Coster-Waldau"
Première,Pas mal,24 heures de la vie d'une femme,2003-01-08,105,Drame,français,De Laurent Bouhnik,"Avec Agnès Jaoui, Michel Serrault, Nikolaj Coster-Waldau"
TéléCinéObs,Pas mal,24 heures de la vie d'une femme,2003-01-08,105,Drame,français,De Laurent Bouhnik,"Avec Agnès Jaoui, Michel Serrault, Nikolaj Coster-Waldau"
Zurban,Pas mal,24 heures de la vie d'une femme,2003-01-08,105,Drame,français,De Laurent Bouhnik,"Avec Agnès Jaoui, Michel Serrault, Nikolaj Coster-Waldau"
Ciné Live,Pas terrible,24 heures de la vie d'une femme,2003-01-08,105,Drame,français,De Laurent Bouhnik,"Avec Agnès Jaoui, Michel Serrault, Nikolaj Coster-Waldau"
Le Figaro,Pas terrible,24 heures de la vie d'une femme,2003-01-08,105,Drame,français,De Laurent Bouhnik,"Avec Agnès Jaoui, Michel Serrault, Nikolaj Coster-Waldau"
Télérama,Pas terrible,24 heures de la vie d'une femme,2003-01-08,105,Drame,français,De Laurent Bouhnik,"Avec Agnès Jaoui, Michel Serrault, Nikolaj Coster-Waldau"
L'Humanité,Très bien,25 Watts,2003-12-24,92,Comédie dramatique,uruguayen,"De Juan Pablo Rebella, Pablo Stoll Ward","Avec Daniel Hendler, Jorge Temponi, Alfonso Tort"
Le Monde,Très bien,25 Watts,2003-12-24,92,Comédie dramatique,uruguayen,"De Juan Pablo Rebella, Pablo Stoll Ward","Avec Daniel Hendler, Jorge Temponi, Alfonso Tort"
Les Inrockuptibles,Très bien,25 Watts,2003-12-24,92,Comédie dramatique,uruguayen,"De Juan Pablo Rebella, Pablo Stoll Ward","Avec Daniel Hendler, Jorge Temponi, Alfonso Tort"
Positif,Très bien,25 Watts,2003-12-24,92,Comédie dramatique,uruguayen,"De Juan Pablo Rebella, Pablo Stoll Ward","Avec Daniel Hendler, Jorge Temponi, Alfonso Tort"
TéléCinéObs,Très bien,25 Watts,2003-12-24,92,Comédie dramatique,uruguayen,"De Juan Pablo Rebella, Pablo Stoll Ward","Avec Daniel Hendler, Jorge Temponi, Alfonso Tort"
Cahiers du Cinéma,Pas mal,25 Watts,2003-12-24,92,Comédie dramatique,uruguayen,"De Juan Pablo Rebella, Pablo Stoll Ward","Avec Daniel Hendler, Jorge Temponi, Alfonso Tort"
Chronic'art.com,Pas mal,25 Watts,2003-12-24,92,Comédie dramatique,uruguayen,"De Juan Pablo Rebella, Pablo Stoll Ward","Avec Daniel Hendler, Jorge Temponi, Alfonso Tort"
L'Express,Pas mal,25 Watts,2003-12-24,92,Comédie dramatique,uruguayen,"De Juan Pablo Rebella, Pablo Stoll Ward","Avec Daniel Hendler, Jorge Temponi, Alfonso Tort"
Le Figaro,Pas mal,25 Watts,2003-12-24,92,Comédie dramatique,uruguayen,"De Juan Pablo Rebella, Pablo Stoll Ward","Avec Daniel Hendler, Jorge Temponi, Alfonso Tort"
Première,Pas mal,25 Watts,2003-12-24,92,Comédie dramatique,uruguayen,"De Juan Pablo Rebella, Pablo Stoll Ward","Avec Daniel Hendler, Jorge Temponi, Alfonso Tort"
Studio Magazine,Pas mal,25 Watts,2003-12-24,92,Comédie dramatique,uruguayen,"De Juan Pablo Rebella, Pablo Stoll Ward","Avec Daniel Hendler, Jorge Temponi, Alfonso Tort"
Ciné Live,Pas terrible,25 Watts,2003-12-24,92,Comédie dramatique,uruguayen,"De Juan Pablo Rebella, Pablo Stoll Ward","Avec Daniel Hendler, Jorge Temponi, Alfonso Tort"
MCinéma.com,Pas terrible,25 Watts,2003-12-24,92,Comédie dramatique,uruguayen,"De Juan Pablo Rebella, Pablo Stoll Ward","Avec Daniel Hendler, Jorge Temponi, Alfonso Tort"
Télérama,Pas terrible,25 Watts,2003-12-24,92,Comédie dramatique,uruguayen,"De Juan Pablo Rebella, Pablo Stoll Ward","Avec Daniel Hendler, Jorge Temponi, Alfonso Tort"
Le Figaroscope,Chef-d'oeuvre,3 Zéros,2002-04-24,97,Comédie,français,De Fabien Onteniente,"Avec Lorànt Deutsch, Samuel Le Bihan, Gérard Lanvin"
Le Point,Chef-d'oeuvre,3 Zéros,2002-04-24,97,Comédie,français,De Fabien Onteniente,"Avec Lorànt Deutsch, Samuel Le Bihan, Gérard Lanvin"
L'Express,Très bien,3 Zéros,2002-04-24,97,Comédie,français,De Fabien Onteniente,"Avec Lorànt Deutsch, Samuel Le Bihan, Gérard Lanvin"
Le Figaro,Très bien,3 Zéros,2002-04-24,97,Comédie,français,De Fabien Onteniente,"Avec Lorànt Deutsch, Samuel Le Bihan, Gérard Lanvin"
Le Parisien,Très bien,3 Zéros,2002-04-24,97,Comédie,français,De Fabien Onteniente,"Avec Lorànt Deutsch, Samuel Le Bihan, Gérard Lanvin"
Libération,Très bien,3 Zéros,2002-04-24,97,Comédie,français,De Fabien Onteniente,"Avec Lorànt Deutsch, Samuel Le Bihan, Gérard Lanvin"
MCinéma.com,Très bien,3 Zéros,2002-04-24,97,Comédie,français,De Fabien Onteniente,"Avec Lorànt Deutsch, Samuel Le Bihan, Gérard Lanvin"
Première,Très bien,3 Zéros,2002-04-24,97,Comédie,français,De Fabien Onteniente,"Avec Lorànt Deutsch, Samuel Le Bihan, Gérard Lanvin"
Studio Magazine,Très bien,3 Zéros,2002-04-24,97,Comédie,français,De Fabien Onteniente,"Avec Lorànt Deutsch, Samuel Le Bihan, Gérard Lanvin"
Zurban,Très bien,3 Zéros,2002-04-24,97,Comédie,français,De Fabien Onteniente,"Avec Lorànt Deutsch, Samuel Le Bihan, Gérard Lanvin"
Cine Libre,Pas mal,3 Zéros,2002-04-24,97,Comédie,français,De Fabien Onteniente,"Avec Lorànt Deutsch, Samuel Le Bihan, Gérard Lanvin"
Cinopsis.com,Pas mal,3 Zéros,2002-04-24,97,Comédie,français,De Fabien Onteniente,"Avec Lorànt Deutsch, Samuel Le Bihan, Gérard Lanvin"
Ciné Live,Pas mal,3 Zéros,2002-04-24,97,Comédie,français,De Fabien Onteniente,"Avec Lorànt Deutsch, Samuel Le Bihan, Gérard Lanvin"
TéléCinéObs,Pas mal,3 Zéros,2002-04-24,97,Comédie,français,De Fabien Onteniente,"Avec Lorànt Deutsch, Samuel Le Bihan, Gérard Lanvin"
Chronic'art.com,Pas terrible,3 Zéros,2002-04-24,97,Comédie,français,De Fabien Onteniente,"Avec Lorànt Deutsch, Samuel Le Bihan, Gérard Lanvin"
Le Monde,Pas terrible,3 Zéros,2002-04-24,97,Comédie,français,De Fabien Onteniente,"Avec Lorànt Deutsch, Samuel Le Bihan, Gérard Lanvin"
Télérama,Pas terrible,3 Zéros,2002-04-24,97,Comédie,français,De Fabien Onteniente,"Avec Lorànt Deutsch, Samuel Le Bihan, Gérard Lanvin"
Urbuz,Pas terrible,3 Zéros,2002-04-24,97,Comédie,français,De Fabien Onteniente,"Avec Lorànt Deutsch, Samuel Le Bihan, Gérard Lanvin"
Cinopsis.com,Pas mal,40 jours et 40 nuits,2002-07-10,96,Comédie,français,De Michael Lehmann,"Avec Josh Hartnett, Shannyn Sossamon, Paulo Costanzo"
Première,Pas mal,40 jours et 40 nuits,2002-07-10,96,Comédie,français,De Michael Lehmann,"Avec Josh Hartnett, Shannyn Sossamon, Paulo Costanzo"
Chronic'art.com,Pas terrible,40 jours et 40 nuits,2002-07-10,96,Comédie,français,De Michael Lehmann,"Avec Josh Hartnett, Shannyn Sossamon, Paulo Costanzo"
Cine Libre,Pas terrible,40 jours et 40 nuits,2002-07-10,96,Comédie,français,De Michael Lehmann,"Avec Josh Hartnett, Shannyn Sossamon, Paulo Costanzo"
Ciné Live,Pas terrible,40 jours et 40 nuits,2002-07-10,96,Comédie,français,De Michael Lehmann,"Avec Josh Hartnett, Shannyn Sossamon, Paulo Costanzo"
L'Humanité,Pas terrible,40 jours et 40 nuits,2002-07-10,96,Comédie,français,De Michael Lehmann,"Avec Josh Hartnett, Shannyn Sossamon, Paulo Costanzo"
Le Parisien,Pas terrible,40 jours et 40 nuits,2002-07-10,96,Comédie,français,De Michael Lehmann,"Avec Josh Hartnett, Shannyn Sossamon, Paulo Costanzo"
Libération,Pas terrible,40 jours et 40 nuits,2002-07-10,96,Comédie,français,De Michael Lehmann,"Avec Josh Hartnett, Shannyn Sossamon, Paulo Costanzo"
MCinéma.com,Pas terrible,40 jours et 40 nuits,2002-07-10,96,Comédie,français,De Michael Lehmann,"Avec Josh Hartnett, Shannyn Sossamon, Paulo Costanzo"
Studio Magazine,Pas terrible,40 jours et 40 nuits,2002-07-10,96,Comédie,français,De Michael Lehmann,"Avec Josh Hartnett, Shannyn Sossamon, Paulo Costanzo"
TéléCinéObs,Pas terrible,40 jours et 40 nuits,2002-07-10,96,Comédie,français,De Michael Lehmann,"Avec Josh Hartnett, Shannyn Sossamon, Paulo Costanzo"
Télérama,Pas terrible,40 jours et 40 nuits,2002-07-10,96,Comédie,français,De Michael Lehmann,"Avec Josh Hartnett, Shannyn Sossamon, Paulo Costanzo"
Zurban,Pas terrible,40 jours et 40 nuits,2002-07-10,96,Comédie,français,De Michael Lehmann,"Avec Josh Hartnett, Shannyn Sossamon, Paulo Costanzo"
Aden,Chef-d'oeuvre,8 femmes,2002-02-06,103,Comédie,français,De François Ozon,"Avec Catherine Deneuve, Isabelle Huppert, Emmanuelle Béart"
L'Humanité,Chef-d'oeuvre,8 femmes,2002-02-06,103,Comédie,français,De François Ozon,"Avec Catherine Deneuve, Isabelle Huppert, Emmanuelle Béart"
Le Figaro,Chef-d'oeuvre,8 femmes,2002-02-06,103,Comédie,français,De François Ozon,"Avec Catherine Deneuve, Isabelle Huppert, Emmanuelle Béart"
MCinéma.com,Chef-d'oeuvre,8 femmes,2002-02-06,103,Comédie,français,De François Ozon,"Avec Catherine Deneuve, Isabelle Huppert, Emmanuelle Béart"
Studio Magazine,Chef-d'oeuvre,8 femmes,2002-02-06,103,Comédie,français,De François Ozon,"Avec Catherine Deneuve, Isabelle Huppert, Emmanuelle Béart"
Télérama,Chef-d'oeuvre,8 femmes,2002-02-06,103,Comédie,français,De François Ozon,"Avec Catherine Deneuve, Isabelle Huppert, Emmanuelle Béart"
Ciné Live,Très bien,8 femmes,2002-02-06,103,Comédie,français,De François Ozon,"Avec Catherine Deneuve, Isabelle Huppert, Emmanuelle Béart"
Le Monde,Très bien,8 femmes,2002-02-06,103,Comédie,français,De François Ozon,"Avec Catherine Deneuve, Isabelle Huppert, Emmanuelle Béart"
Les Inrockuptibles,Très bien,8 femmes,2002-02-06,103,Comédie,français,De François Ozon,"Avec Catherine Deneuve, Isabelle Huppert, Emmanuelle Béart"
Première,Très bien,8 femmes,2002-02-06,103,Comédie,français,De François Ozon,"Avec Catherine Deneuve, Isabelle Huppert, Emmanuelle Béart"
TéléCinéObs,Très bien,8 femmes,2002-02-06,103,Comédie,français,De François Ozon,"Avec Catherine Deneuve, Isabelle Huppert, Emmanuelle Béart"
Urbuz,Très bien,8 femmes,2002-02-06,103,Comédie,français,De François Ozon,"Avec Catherine Deneuve, Isabelle Huppert, Emmanuelle Béart"
Zurban,Très bien,8 femmes,2002-02-06,103,Comédie,français,De François Ozon,"Avec Catherine Deneuve, Isabelle Huppert, Emmanuelle Béart"
L'Express,Pas mal,8 femmes,2002-02-06,103,Comédie,français,De François Ozon,"Avec Catherine Deneuve, Isabelle Huppert, Emmanuelle Béart"
Libération,Pas mal,8 femmes,2002-02-06,103,Comédie,français,De François Ozon,"Avec Catherine Deneuve, Isabelle Huppert, Emmanuelle Béart"
Novaplanet.com,Pas mal,8 femmes,2002-02-06,103,Comédie,français,De François Ozon,"Avec Catherine Deneuve, Isabelle Huppert, Emmanuelle Béart"
Aden,Très bien,800 km de différence - Romance,2002-03-06,78,Documentaire,français,De Claire Simon,"Avec Grégory Mutti, Manon Garcia"
Cine Libre,Très bien,800 km de différence - Romance,2002-03-06,78,Documentaire,français,De Claire Simon,"Avec Grégory Mutti, Manon Garcia"
Fluctuat.net,Très bien,800 km de différence - Romance,2002-03-06,78,Documentaire,français,De Claire Simon,"Avec Grégory Mutti, Manon Garcia"
L'Express,Très bien,800 km de différence - Romance,2002-03-06,78,Documentaire,français,De Claire Simon,"Avec Grégory Mutti, Manon Garcia"
L'Humanité,Très bien,800 km de différence - Romance,2002-03-06,78,Documentaire,français,De Claire Simon,"Avec Grégory Mutti, Manon Garcia"
Le Figaroscope,Très bien,800 km de différence - Romance,2002-03-06,78,Documentaire,français,De Claire Simon,"Avec Grégory Mutti, Manon Garcia"
