paper,rating,title,date,duration,genre,nationality,direction,actors
Ecran Large,Très bien,2 Days In New York,2012-03-28,95,Romance,français,De Julie Delpy,"Avec Julie Delpy, Chris Rock, Albert Delpy"
L'Express,Très bien,2 Days In New York,2012-03-28,95,Romance,français,De Julie Delpy,"Avec Julie Delpy, Chris Rock, Albert Delpy"
Le Figaroscope,Très bien,2 Days In New York,2012-03-28,95,Romance,français,De Julie Delpy,"Avec Julie Delpy, Chris Rock, Albert Delpy"
Le Journal du Dimanche,Très bien,2 Days In New York,2012-03-28,95,Romance,français,De Julie Delpy,"Avec Julie Delpy, Chris Rock, Albert Delpy"
Le Parisien,Très bien,2 Days In New York,2012-03-28,95,Romance,français,De Julie Delpy,"Avec Julie Delpy, Chris Rock, Albert Delpy"
Le Point,Très bien,2 Days In New York,2012-03-28,95,Romance,français,De Julie Delpy,"Avec Julie Delpy, Chris Rock, Albert Delpy"
Positif,Très bien,2 Days In New York,2012-03-28,95,Romance,français,De Julie Delpy,"Avec Julie Delpy, Chris Rock, Albert Delpy"
Première,Très bien,2 Days In New York,2012-03-28,95,Romance,français,De Julie Delpy,"Avec Julie Delpy, Chris Rock, Albert Delpy"
Studio Ciné Live,Très bien,2 Days In New York,2012-03-28,95,Romance,français,De Julie Delpy,"Avec Julie Delpy, Chris Rock, Albert Delpy"
TéléCinéObs,Très bien,2 Days In New York,2012-03-28,95,Romance,français,De Julie Delpy,"Avec Julie Delpy, Chris Rock, Albert Delpy"
Télérama,Très bien,2 Days In New York,2012-03-28,95,Romance,français,De Julie Delpy,"Avec Julie Delpy, Chris Rock, Albert Delpy"
20 Minutes,Pas mal,2 Days In New York,2012-03-28,95,Romance,français,De Julie Delpy,"Avec Julie Delpy, Chris Rock, Albert Delpy"
CinemaTeaser,Pas mal,2 Days In New York,2012-03-28,95,Romance,français,De Julie Delpy,"Avec Julie Delpy, Chris Rock, Albert Delpy"
Critikat.com,Pas mal,2 Days In New York,2012-03-28,95,Romance,français,De Julie Delpy,"Avec Julie Delpy, Chris Rock, Albert Delpy"
Excessif,Pas mal,2 Days In New York,2012-03-28,95,Romance,français,De Julie Delpy,"Avec Julie Delpy, Chris Rock, Albert Delpy"
Filmsactu,Pas mal,2 Days In New York,2012-03-28,95,Romance,français,De Julie Delpy,"Avec Julie Delpy, Chris Rock, Albert Delpy"
Les Fiches du Cinéma,Pas mal,2 Days In New York,2012-03-28,95,Romance,français,De Julie Delpy,"Avec Julie Delpy, Chris Rock, Albert Delpy"
Libération,Pas mal,2 Days In New York,2012-03-28,95,Romance,français,De Julie Delpy,"Avec Julie Delpy, Chris Rock, Albert Delpy"
Marianne,Pas mal,2 Days In New York,2012-03-28,95,Romance,français,De Julie Delpy,"Avec Julie Delpy, Chris Rock, Albert Delpy"
Ouest France,Pas mal,2 Days In New York,2012-03-28,95,Romance,français,De Julie Delpy,"Avec Julie Delpy, Chris Rock, Albert Delpy"
L'Humanité,Pas terrible,2 Days In New York,2012-03-28,95,Romance,français,De Julie Delpy,"Avec Julie Delpy, Chris Rock, Albert Delpy"
Le Monde,Pas terrible,2 Days In New York,2012-03-28,95,Romance,français,De Julie Delpy,"Avec Julie Delpy, Chris Rock, Albert Delpy"
Cahiers du Cinéma,Très mauvais,2 Days In New York,2012-03-28,95,Romance,français,De Julie Delpy,"Avec Julie Delpy, Chris Rock, Albert Delpy"
Studio Ciné Live,Très mauvais,2 Days In New York,2012-03-28,95,Romance,français,De Julie Delpy,"Avec Julie Delpy, Chris Rock, Albert Delpy"
Le Monde,Très bien,21 Jump Street,2012-06-06,109,Policier,américain,"De Phil Lord, Christopher Miller","Avec Jonah Hill, Channing Tatum, Brie Larson"
Les Inrockuptibles,Très bien,21 Jump Street,2012-06-06,109,Policier,américain,"De Phil Lord, Christopher Miller","Avec Jonah Hill, Channing Tatum, Brie Larson"
Première,Très bien,21 Jump Street,2012-06-06,109,Policier,américain,"De Phil Lord, Christopher Miller","Avec Jonah Hill, Channing Tatum, Brie Larson"
Studio Ciné Live,Très bien,21 Jump Street,2012-06-06,109,Policier,américain,"De Phil Lord, Christopher Miller","Avec Jonah Hill, Channing Tatum, Brie Larson"
Télé 7 Jours,Très bien,21 Jump Street,2012-06-06,109,Policier,américain,"De Phil Lord, Christopher Miller","Avec Jonah Hill, Channing Tatum, Brie Larson"
L'Express,Pas mal,21 Jump Street,2012-06-06,109,Policier,américain,"De Phil Lord, Christopher Miller","Avec Jonah Hill, Channing Tatum, Brie Larson"
Télérama,Pas mal,21 Jump Street,2012-06-06,109,Policier,américain,"De Phil Lord, Christopher Miller","Avec Jonah Hill, Channing Tatum, Brie Larson"
Chronic'art.com,Pas terrible,21 Jump Street,2012-06-06,109,Policier,américain,"De Phil Lord, Christopher Miller","Avec Jonah Hill, Channing Tatum, Brie Larson"
Critikat.com,Pas terrible,21 Jump Street,2012-06-06,109,Policier,américain,"De Phil Lord, Christopher Miller","Avec Jonah Hill, Channing Tatum, Brie Larson"
Ecran Large,Pas terrible,21 Jump Street,2012-06-06,109,Policier,américain,"De Phil Lord, Christopher Miller","Avec Jonah Hill, Channing Tatum, Brie Larson"
Excessif,Pas terrible,21 Jump Street,2012-06-06,109,Policier,américain,"De Phil Lord, Christopher Miller","Avec Jonah Hill, Channing Tatum, Brie Larson"
Le Journal du Dimanche,Pas terrible,21 Jump Street,2012-06-06,109,Policier,américain,"De Phil Lord, Christopher Miller","Avec Jonah Hill, Channing Tatum, Brie Larson"
Les Fiches du Cinéma,Pas terrible,21 Jump Street,2012-06-06,109,Policier,américain,"De Phil Lord, Christopher Miller","Avec Jonah Hill, Channing Tatum, Brie Larson"
Libération,Très mauvais,21 Jump Street,2012-06-06,109,Policier,américain,"De Phil Lord, Christopher Miller","Avec Jonah Hill, Channing Tatum, Brie Larson"
TéléCinéObs,Très mauvais,21 Jump Street,2012-06-06,109,Policier,américain,"De Phil Lord, Christopher Miller","Avec Jonah Hill, Channing Tatum, Brie Larson"
Le Monde,Très bien,"3, Chronique d'une famille singulière",2013-04-24,115,Drame,uruguayen,De Pablo Stoll Ward,"Avec Néstor Guzzini, Matías Ganz, Carolina Centurión"
Les Inrockuptibles,Très bien,"3, Chronique d'une famille singulière",2013-04-24,115,Drame,uruguayen,De Pablo Stoll Ward,"Avec Néstor Guzzini, Matías Ganz, Carolina Centurión"
Télérama,Très bien,"3, Chronique d'une famille singulière",2013-04-24,115,Drame,uruguayen,De Pablo Stoll Ward,"Avec Néstor Guzzini, Matías Ganz, Carolina Centurión"
Critikat.com,Pas mal,"3, Chronique d'une famille singulière",2013-04-24,115,Drame,uruguayen,De Pablo Stoll Ward,"Avec Néstor Guzzini, Matías Ganz, Carolina Centurión"
La Croix,Pas mal,"3, Chronique d'une famille singulière",2013-04-24,115,Drame,uruguayen,De Pablo Stoll Ward,"Avec Néstor Guzzini, Matías Ganz, Carolina Centurión"
Les Fiches du Cinéma,Pas mal,"3, Chronique d'une famille singulière",2013-04-24,115,Drame,uruguayen,De Pablo Stoll Ward,"Avec Néstor Guzzini, Matías Ganz, Carolina Centurión"
Libération,Pas mal,"3, Chronique d'une famille singulière",2013-04-24,115,Drame,uruguayen,De Pablo Stoll Ward,"Avec Néstor Guzzini, Matías Ganz, Carolina Centurión"
Positif,Pas mal,"3, Chronique d'une famille singulière",2013-04-24,115,Drame,uruguayen,De Pablo Stoll Ward,"Avec Néstor Guzzini, Matías Ganz, Carolina Centurión"
Studio Ciné Live,Pas mal,"3, Chronique d'une famille singulière",2013-04-24,115,Drame,uruguayen,De Pablo Stoll Ward,"Avec Néstor Guzzini, Matías Ganz, Carolina Centurión"
TéléCinéObs,Pas mal,"3, Chronique d'une famille singulière",2013-04-24,115,Drame,uruguayen,De Pablo Stoll Ward,"Avec Néstor Guzzini, Matías Ganz, Carolina Centurión"
Cahiers du Cinéma,Pas terrible,"3, Chronique d'une famille singulière",2013-04-24,115,Drame,uruguayen,De Pablo Stoll Ward,"Avec Néstor Guzzini, Matías Ganz, Carolina Centurión"
Première,Pas terrible,"3, Chronique d'une famille singulière",2013-04-24,115,Drame,uruguayen,De Pablo Stoll Ward,"Avec Néstor Guzzini, Matías Ganz, Carolina Centurión"
Metro,Très bien,30 Beats,2012-03-21,88,Romance,français,De Alexis Lloyd,"Avec Ingeborga Dapkunaite, Jason Day, Vahina Giocante"
CinemaTeaser,Pas mal,30 Beats,2012-03-21,88,Romance,français,De Alexis Lloyd,"Avec Ingeborga Dapkunaite, Jason Day, Vahina Giocante"
Ecran Large,Pas mal,30 Beats,2012-03-21,88,Romance,français,De Alexis Lloyd,"Avec Ingeborga Dapkunaite, Jason Day, Vahina Giocante"
Le Point,Pas mal,30 Beats,2012-03-21,88,Romance,français,De Alexis Lloyd,"Avec Ingeborga Dapkunaite, Jason Day, Vahina Giocante"
Le Journal du Dimanche,Pas terrible,30 Beats,2012-03-21,88,Romance,français,De Alexis Lloyd,"Avec Ingeborga Dapkunaite, Jason Day, Vahina Giocante"
Première,Pas terrible,30 Beats,2012-03-21,88,Romance,français,De Alexis Lloyd,"Avec Ingeborga Dapkunaite, Jason Day, Vahina Giocante"
Studio Ciné Live,Pas terrible,30 Beats,2012-03-21,88,Romance,français,De Alexis Lloyd,"Avec Ingeborga Dapkunaite, Jason Day, Vahina Giocante"
Télérama,Pas terrible,30 Beats,2012-03-21,88,Romance,français,De Alexis Lloyd,"Avec Ingeborga Dapkunaite, Jason Day, Vahina Giocante"
Excessif,Très mauvais,30 Beats,2012-03-21,88,Romance,français,De Alexis Lloyd,"Avec Ingeborga Dapkunaite, Jason Day, Vahina Giocante"
Le Figaroscope,Très mauvais,30 Beats,2012-03-21,88,Romance,français,De Alexis Lloyd,"Avec Ingeborga Dapkunaite, Jason Day, Vahina Giocante"
Le Monde,Très mauvais,30 Beats,2012-03-21,88,Romance,français,De Alexis Lloyd,"Avec Ingeborga Dapkunaite, Jason Day, Vahina Giocante"
Les Fiches du Cinéma,Très mauvais,30 Beats,2012-03-21,88,Romance,français,De Alexis Lloyd,"Avec Ingeborga Dapkunaite, Jason Day, Vahina Giocante"
Les Inrockuptibles,Très mauvais,30 Beats,2012-03-21,88,Romance,français,De Alexis Lloyd,"Avec Ingeborga Dapkunaite, Jason Day, Vahina Giocante"
Positif,Très mauvais,30 Beats,2012-03-21,88,Romance,français,De Alexis Lloyd,"Avec Ingeborga Dapkunaite, Jason Day, Vahina Giocante"
TéléCinéObs,Très mauvais,30 Beats,2012-03-21,88,Romance,français,De Alexis Lloyd,"Avec Ingeborga Dapkunaite, Jason Day, Vahina Giocante"
Excessif,Très bien,30° Couleur,2012-03-14,92,Comédie,français,"De Lucien Jean-Baptiste, Philippe Larue","Avec Lucien Jean-Baptiste, Edouard Montoute, Marie-Sohna Condé"
Le Monde,Très bien,30° Couleur,2012-03-14,92,Comédie,français,"De Lucien Jean-Baptiste, Philippe Larue","Avec Lucien Jean-Baptiste, Edouard Montoute, Marie-Sohna Condé"
Ecran Large,Pas mal,30° Couleur,2012-03-14,92,Comédie,français,"De Lucien Jean-Baptiste, Philippe Larue","Avec Lucien Jean-Baptiste, Edouard Montoute, Marie-Sohna Condé"
Le Parisien,Pas mal,30° Couleur,2012-03-14,92,Comédie,français,"De Lucien Jean-Baptiste, Philippe Larue","Avec Lucien Jean-Baptiste, Edouard Montoute, Marie-Sohna Condé"
Les Fiches du Cinéma,Pas mal,30° Couleur,2012-03-14,92,Comédie,français,"De Lucien Jean-Baptiste, Philippe Larue","Avec Lucien Jean-Baptiste, Edouard Montoute, Marie-Sohna Condé"
Première,Pas mal,30° Couleur,2012-03-14,92,Comédie,français,"De Lucien Jean-Baptiste, Philippe Larue","Avec Lucien Jean-Baptiste, Edouard Montoute, Marie-Sohna Condé"
Studio Ciné Live,Pas mal,30° Couleur,2012-03-14,92,Comédie,français,"De Lucien Jean-Baptiste, Philippe Larue","Avec Lucien Jean-Baptiste, Edouard Montoute, Marie-Sohna Condé"
Le Journal du Dimanche,Pas terrible,30° Couleur,2012-03-14,92,Comédie,français,"De Lucien Jean-Baptiste, Philippe Larue","Avec Lucien Jean-Baptiste, Edouard Montoute, Marie-Sohna Condé"
Metro,Pas terrible,30° Couleur,2012-03-14,92,Comédie,français,"De Lucien Jean-Baptiste, Philippe Larue","Avec Lucien Jean-Baptiste, Edouard Montoute, Marie-Sohna Condé"
TéléCinéObs,Pas terrible,30° Couleur,2012-03-14,92,Comédie,français,"De Lucien Jean-Baptiste, Philippe Larue","Avec Lucien Jean-Baptiste, Edouard Montoute, Marie-Sohna Condé"
Télérama,Pas terrible,30° Couleur,2012-03-14,92,Comédie,français,"De Lucien Jean-Baptiste, Philippe Larue","Avec Lucien Jean-Baptiste, Edouard Montoute, Marie-Sohna Condé"
Ouest France,Très bien,360,2012-07-25,110,Romance,britannique,De Fernando Meirelles,"Avec Anthony Hopkins, Jude Law, Rachel Weisz"
Ecran Large,Pas mal,360,2012-07-25,110,Romance,britannique,De Fernando Meirelles,"Avec Anthony Hopkins, Jude Law, Rachel Weisz"
L'Express,Pas mal,360,2012-07-25,110,Romance,britannique,De Fernando Meirelles,"Avec Anthony Hopkins, Jude Law, Rachel Weisz"
La Croix,Pas mal,360,2012-07-25,110,Romance,britannique,De Fernando Meirelles,"Avec Anthony Hopkins, Jude Law, Rachel Weisz"
Le Journal du Dimanche,Pas mal,360,2012-07-25,110,Romance,britannique,De Fernando Meirelles,"Avec Anthony Hopkins, Jude Law, Rachel Weisz"
Le Parisien,Pas mal,360,2012-07-25,110,Romance,britannique,De Fernando Meirelles,"Avec Anthony Hopkins, Jude Law, Rachel Weisz"
Libération,Pas mal,360,2012-07-25,110,Romance,britannique,De Fernando Meirelles,"Avec Anthony Hopkins, Jude Law, Rachel Weisz"
Première,Pas mal,360,2012-07-25,110,Romance,britannique,De Fernando Meirelles,"Avec Anthony Hopkins, Jude Law, Rachel Weisz"
Studio Ciné Live,Pas mal,360,2012-07-25,110,Romance,britannique,De Fernando Meirelles,"Avec Anthony Hopkins, Jude Law, Rachel Weisz"
Télérama,Pas mal,360,2012-07-25,110,Romance,britannique,De Fernando Meirelles,"Avec Anthony Hopkins, Jude Law, Rachel Weisz"
Excessif,Pas terrible,360,2012-07-25,110,Romance,britannique,De Fernando Meirelles,"Avec Anthony Hopkins, Jude Law, Rachel Weisz"
Les Fiches du Cinéma,Pas terrible,360,2012-07-25,110,Romance,britannique,De Fernando Meirelles,"Avec Anthony Hopkins, Jude Law, Rachel Weisz"
Paris Match,Pas terrible,360,2012-07-25,110,Romance,britannique,De Fernando Meirelles,"Avec Anthony Hopkins, Jude Law, Rachel Weisz"
Télé 7 Jours,Pas terrible,360,2012-07-25,110,Romance,britannique,De Fernando Meirelles,"Avec Anthony Hopkins, Jude Law, Rachel Weisz"
TéléCinéObs,Pas terrible,360,2012-07-25,110,Romance,britannique,De Fernando Meirelles,"Avec Anthony Hopkins, Jude Law, Rachel Weisz"
Cahiers du Cinéma,Très mauvais,360,2012-07-25,110,Romance,britannique,De Fernando Meirelles,"Avec Anthony Hopkins, Jude Law, Rachel Weisz"
CinemaTeaser,Très mauvais,360,2012-07-25,110,Romance,britannique,De Fernando Meirelles,"Avec Anthony Hopkins, Jude Law, Rachel Weisz"
Positif,Très mauvais,360,2012-07-25,110,Romance,britannique,De Fernando Meirelles,"Avec Anthony Hopkins, Jude Law, Rachel Weisz"
Elle,Chef-d'oeuvre,38 témoins,2012-03-14,104,Drame,français,De Lucas Belvaux,"Avec Yvan Attal, Sophie Quinton, Nicole Garcia"
Le Monde,Chef-d'oeuvre,38 témoins,2012-03-14,104,Drame,français,De Lucas Belvaux,"Avec Yvan Attal, Sophie Quinton, Nicole Garcia"
Le Nouvel Observateur,Chef-d'oeuvre,38 témoins,2012-03-14,104,Drame,français,De Lucas Belvaux,"Avec Yvan Attal, Sophie Quinton, Nicole Garcia"
Studio Ciné Live,Chef-d'oeuvre,38 témoins,2012-03-14,104,Drame,français,De Lucas Belvaux,"Avec Yvan Attal, Sophie Quinton, Nicole Garcia"
Télé 7 Jours,Chef-d'oeuvre,38 témoins,2012-03-14,104,Drame,français,De Lucas Belvaux,"Avec Yvan Attal, Sophie Quinton, Nicole Garcia"
20 Minutes,Très bien,38 témoins,2012-03-14,104,Drame,français,De Lucas Belvaux,"Avec Yvan Attal, Sophie Quinton, Nicole Garcia"
Excessif,Très bien,38 témoins,2012-03-14,104,Drame,français,De Lucas Belvaux,"Avec Yvan Attal, Sophie Quinton, Nicole Garcia"
L'Express,Très bien,38 témoins,2012-03-14,104,Drame,français,De Lucas Belvaux,"Avec Yvan Attal, Sophie Quinton, Nicole Garcia"
Le Point,Très bien,38 témoins,2012-03-14,104,Drame,français,De Lucas Belvaux,"Avec Yvan Attal, Sophie Quinton, Nicole Garcia"
Libération,Très bien,38 témoins,2012-03-14,104,Drame,français,De Lucas Belvaux,"Avec Yvan Attal, Sophie Quinton, Nicole Garcia"
Marianne,Très bien,38 témoins,2012-03-14,104,Drame,français,De Lucas Belvaux,"Avec Yvan Attal, Sophie Quinton, Nicole Garcia"
Positif,Très bien,38 témoins,2012-03-14,104,Drame,français,De Lucas Belvaux,"Avec Yvan Attal, Sophie Quinton, Nicole Garcia"
Première,Très bien,38 témoins,2012-03-14,104,Drame,français,De Lucas Belvaux,"Avec Yvan Attal, Sophie Quinton, Nicole Garcia"
CinemaTeaser,Pas mal,38 témoins,2012-03-14,104,Drame,français,De Lucas Belvaux,"Avec Yvan Attal, Sophie Quinton, Nicole Garcia"
Ecran Large,Pas mal,38 témoins,2012-03-14,104,Drame,français,De Lucas Belvaux,"Avec Yvan Attal, Sophie Quinton, Nicole Garcia"
L'Humanité,Pas mal,38 témoins,2012-03-14,104,Drame,français,De Lucas Belvaux,"Avec Yvan Attal, Sophie Quinton, Nicole Garcia"
La Croix,Pas mal,38 témoins,2012-03-14,104,Drame,français,De Lucas Belvaux,"Avec Yvan Attal, Sophie Quinton, Nicole Garcia"
Le Parisien,Pas mal,38 témoins,2012-03-14,104,Drame,français,De Lucas Belvaux,"Avec Yvan Attal, Sophie Quinton, Nicole Garcia"
Les Fiches du Cinéma,Pas mal,38 témoins,2012-03-14,104,Drame,français,De Lucas Belvaux,"Avec Yvan Attal, Sophie Quinton, Nicole Garcia"
Les Inrockuptibles,Pas mal,38 témoins,2012-03-14,104,Drame,français,De Lucas Belvaux,"Avec Yvan Attal, Sophie Quinton, Nicole Garcia"
TéléCinéObs,Pas mal,38 témoins,2012-03-14,104,Drame,français,De Lucas Belvaux,"Avec Yvan Attal, Sophie Quinton, Nicole Garcia"
Cahiers du Cinéma,Pas terrible,38 témoins,2012-03-14,104,Drame,français,De Lucas Belvaux,"Avec Yvan Attal, Sophie Quinton, Nicole Garcia"
Chronic'art.com,Pas terrible,38 témoins,2012-03-14,104,Drame,français,De Lucas Belvaux,"Avec Yvan Attal, Sophie Quinton, Nicole Garcia"
Critikat.com,Pas terrible,38 témoins,2012-03-14,104,Drame,français,De Lucas Belvaux,"Avec Yvan Attal, Sophie Quinton, Nicole Garcia"
Le Journal du Dimanche,Pas terrible,38 témoins,2012-03-14,104,Drame,français,De Lucas Belvaux,"Avec Yvan Attal, Sophie Quinton, Nicole Garcia"
Télérama,Pas terrible,38 témoins,2012-03-14,104,Drame,français,De Lucas Belvaux,"Avec Yvan Attal, Sophie Quinton, Nicole Garcia"
Les Inrockuptibles,Très bien,3x3D,2014-04-30,70,Comédie dramatique,portugais,"De Jean-Luc Godard, Peter Greenaway, Edgar Pêra","Avec Carolina Amaral, Keith Davis, Leonor Keil"
Libération,Très bien,3x3D,2014-04-30,70,Comédie dramatique,portugais,"De Jean-Luc Godard, Peter Greenaway, Edgar Pêra","Avec Carolina Amaral, Keith Davis, Leonor Keil"
Positif,Très bien,3x3D,2014-04-30,70,Comédie dramatique,portugais,"De Jean-Luc Godard, Peter Greenaway, Edgar Pêra","Avec Carolina Amaral, Keith Davis, Leonor Keil"
aVoir-aLire.com,Très bien,3x3D,2014-04-30,70,Comédie dramatique,portugais,"De Jean-Luc Godard, Peter Greenaway, Edgar Pêra","Avec Carolina Amaral, Keith Davis, Leonor Keil"
Critikat.com,Pas mal,3x3D,2014-04-30,70,Comédie dramatique,portugais,"De Jean-Luc Godard, Peter Greenaway, Edgar Pêra","Avec Carolina Amaral, Keith Davis, Leonor Keil"
Le Monde,Pas mal,3x3D,2014-04-30,70,Comédie dramatique,portugais,"De Jean-Luc Godard, Peter Greenaway, Edgar Pêra","Avec Carolina Amaral, Keith Davis, Leonor Keil"
Les Fiches du Cinéma,Pas mal,3x3D,2014-04-30,70,Comédie dramatique,portugais,"De Jean-Luc Godard, Peter Greenaway, Edgar Pêra","Avec Carolina Amaral, Keith Davis, Leonor Keil"
Première,Pas mal,3x3D,2014-04-30,70,Comédie dramatique,portugais,"De Jean-Luc Godard, Peter Greenaway, Edgar Pêra","Avec Carolina Amaral, Keith Davis, Leonor Keil"
TéléCinéObs,Pas mal,3x3D,2014-04-30,70,Comédie dramatique,portugais,"De Jean-Luc Godard, Peter Greenaway, Edgar Pêra","Avec Carolina Amaral, Keith Davis, Leonor Keil"
