paper,rating,title,date,duration,genre,nationality,direction,actors
Voici,Très bien,#Female Pleasure,2019-05-01,97,Documentaire,allemand,De Barbara Miller (XIX),NA
Le Nouvel Observateur,Pas mal,#Female Pleasure,2019-05-01,97,Documentaire,allemand,De Barbara Miller (XIX),NA
Les Fiches du Cinéma,Pas mal,#Female Pleasure,2019-05-01,97,Documentaire,allemand,De Barbara Miller (XIX),NA
Les Inrockuptibles,Pas terrible,#Female Pleasure,2019-05-01,97,Documentaire,allemand,De Barbara Miller (XIX),NA
Le Parisien,Très bien,100% loup,2020-10-28,95,Famille,australien,De Alexs Stadermann,"Avec Adrien Dussaiwoir, Damien Locqueneux, Nathalie Van Tongelen"
Ouest France,Très bien,100% loup,2020-10-28,95,Famille,australien,De Alexs Stadermann,"Avec Adrien Dussaiwoir, Damien Locqueneux, Nathalie Van Tongelen"
Télé Loisirs,Très bien,100% loup,2020-10-28,95,Famille,australien,De Alexs Stadermann,"Avec Adrien Dussaiwoir, Damien Locqueneux, Nathalie Van Tongelen"
Voici,Très bien,100% loup,2020-10-28,95,Famille,australien,De Alexs Stadermann,"Avec Adrien Dussaiwoir, Damien Locqueneux, Nathalie Van Tongelen"
La Voix du Nord,Pas mal,100% loup,2020-10-28,95,Famille,australien,De Alexs Stadermann,"Avec Adrien Dussaiwoir, Damien Locqueneux, Nathalie Van Tongelen"
Le Journal du Dimanche,Pas mal,100% loup,2020-10-28,95,Famille,australien,De Alexs Stadermann,"Avec Adrien Dussaiwoir, Damien Locqueneux, Nathalie Van Tongelen"
Le Nouvel Observateur,Pas mal,100% loup,2020-10-28,95,Famille,australien,De Alexs Stadermann,"Avec Adrien Dussaiwoir, Damien Locqueneux, Nathalie Van Tongelen"
Les Fiches du Cinéma,Pas mal,100% loup,2020-10-28,95,Famille,australien,De Alexs Stadermann,"Avec Adrien Dussaiwoir, Damien Locqueneux, Nathalie Van Tongelen"
Première,Pas mal,100% loup,2020-10-28,95,Famille,australien,De Alexs Stadermann,"Avec Adrien Dussaiwoir, Damien Locqueneux, Nathalie Van Tongelen"
Télérama,Pas mal,100% loup,2020-10-28,95,Famille,australien,De Alexs Stadermann,"Avec Adrien Dussaiwoir, Damien Locqueneux, Nathalie Van Tongelen"
Dernières Nouvelles d'Alsace,Pas terrible,100% loup,2020-10-28,95,Famille,australien,De Alexs Stadermann,"Avec Adrien Dussaiwoir, Damien Locqueneux, Nathalie Van Tongelen"
Le Dauphiné Libéré,Pas terrible,100% loup,2020-10-28,95,Famille,australien,De Alexs Stadermann,"Avec Adrien Dussaiwoir, Damien Locqueneux, Nathalie Van Tongelen"
