paper,rating,title,date,duration,genre,nationality,direction,actors
20 Minutes,Pas mal,10 000,2008-03-12,109,Aventure,américain,De Roland Emmerich,"Avec Steven Strait, Camilla Belle, Cliff Curtis"
L'Ecran Fantastique,Pas mal,10 000,2008-03-12,109,Aventure,américain,De Roland Emmerich,"Avec Steven Strait, Camilla Belle, Cliff Curtis"
Le Journal du Dimanche,Pas mal,10 000,2008-03-12,109,Aventure,américain,De Roland Emmerich,"Avec Steven Strait, Camilla Belle, Cliff Curtis"
Ciné Live,Pas terrible,10 000,2008-03-12,109,Aventure,américain,De Roland Emmerich,"Avec Steven Strait, Camilla Belle, Cliff Curtis"
Le Parisien,Pas terrible,10 000,2008-03-12,109,Aventure,américain,De Roland Emmerich,"Avec Steven Strait, Camilla Belle, Cliff Curtis"
Télérama,Pas terrible,10 000,2008-03-12,109,Aventure,américain,De Roland Emmerich,"Avec Steven Strait, Camilla Belle, Cliff Curtis"
aVoir-aLire.com,Pas terrible,10 000,2008-03-12,109,Aventure,américain,De Roland Emmerich,"Avec Steven Strait, Camilla Belle, Cliff Curtis"
Cahiers du Cinéma,Très mauvais,10 000,2008-03-12,109,Aventure,américain,De Roland Emmerich,"Avec Steven Strait, Camilla Belle, Cliff Curtis"
Libération,Très mauvais,10 000,2008-03-12,109,Aventure,américain,De Roland Emmerich,"Avec Steven Strait, Camilla Belle, Cliff Curtis"
Mad Movies,Très mauvais,10 000,2008-03-12,109,Aventure,américain,De Roland Emmerich,"Avec Steven Strait, Camilla Belle, Cliff Curtis"
Studio Magazine,Très mauvais,10 000,2008-03-12,109,Aventure,américain,De Roland Emmerich,"Avec Steven Strait, Camilla Belle, Cliff Curtis"
Ciné Live,Très bien,20th Century Boys,2009-01-14,140,Drame,japonais,De Yukihiko Tsutsumi,"Avec Toshiaki Karasawa, Etsushi Toyokawa, Takako Tokiwa"
20 Minutes,Pas mal,20th Century Boys,2009-01-14,140,Drame,japonais,De Yukihiko Tsutsumi,"Avec Toshiaki Karasawa, Etsushi Toyokawa, Takako Tokiwa"
Brazil,Pas mal,20th Century Boys,2009-01-14,140,Drame,japonais,De Yukihiko Tsutsumi,"Avec Toshiaki Karasawa, Etsushi Toyokawa, Takako Tokiwa"
Dvdrama,Pas mal,20th Century Boys,2009-01-14,140,Drame,japonais,De Yukihiko Tsutsumi,"Avec Toshiaki Karasawa, Etsushi Toyokawa, Takako Tokiwa"
Les Inrockuptibles,Pas mal,20th Century Boys,2009-01-14,140,Drame,japonais,De Yukihiko Tsutsumi,"Avec Toshiaki Karasawa, Etsushi Toyokawa, Takako Tokiwa"
Ouest France,Pas mal,20th Century Boys,2009-01-14,140,Drame,japonais,De Yukihiko Tsutsumi,"Avec Toshiaki Karasawa, Etsushi Toyokawa, Takako Tokiwa"
Première,Pas mal,20th Century Boys,2009-01-14,140,Drame,japonais,De Yukihiko Tsutsumi,"Avec Toshiaki Karasawa, Etsushi Toyokawa, Takako Tokiwa"
Studio Magazine,Pas mal,20th Century Boys,2009-01-14,140,Drame,japonais,De Yukihiko Tsutsumi,"Avec Toshiaki Karasawa, Etsushi Toyokawa, Takako Tokiwa"
TéléCinéObs,Pas mal,20th Century Boys,2009-01-14,140,Drame,japonais,De Yukihiko Tsutsumi,"Avec Toshiaki Karasawa, Etsushi Toyokawa, Takako Tokiwa"
Le Monde,Pas terrible,20th Century Boys,2009-01-14,140,Drame,japonais,De Yukihiko Tsutsumi,"Avec Toshiaki Karasawa, Etsushi Toyokawa, Takako Tokiwa"
Télérama,Pas terrible,20th Century Boys,2009-01-14,140,Drame,japonais,De Yukihiko Tsutsumi,"Avec Toshiaki Karasawa, Etsushi Toyokawa, Takako Tokiwa"
Dvdrama,Chef-d'oeuvre,24 City,2009-03-18,112,Drame,chinois,De Jia Zhangke,"Avec Zhao Tao, Joan Chen, Lü Liping"
Les Inrockuptibles,Chef-d'oeuvre,24 City,2009-03-18,112,Drame,chinois,De Jia Zhangke,"Avec Zhao Tao, Joan Chen, Lü Liping"
Libération,Chef-d'oeuvre,24 City,2009-03-18,112,Drame,chinois,De Jia Zhangke,"Avec Zhao Tao, Joan Chen, Lü Liping"
20 Minutes,Très bien,24 City,2009-03-18,112,Drame,chinois,De Jia Zhangke,"Avec Zhao Tao, Joan Chen, Lü Liping"
Cahiers du Cinéma,Très bien,24 City,2009-03-18,112,Drame,chinois,De Jia Zhangke,"Avec Zhao Tao, Joan Chen, Lü Liping"
Filmsactu,Très bien,24 City,2009-03-18,112,Drame,chinois,De Jia Zhangke,"Avec Zhao Tao, Joan Chen, Lü Liping"
L'Express,Très bien,24 City,2009-03-18,112,Drame,chinois,De Jia Zhangke,"Avec Zhao Tao, Joan Chen, Lü Liping"
La Croix,Très bien,24 City,2009-03-18,112,Drame,chinois,De Jia Zhangke,"Avec Zhao Tao, Joan Chen, Lü Liping"
Le Figaroscope,Très bien,24 City,2009-03-18,112,Drame,chinois,De Jia Zhangke,"Avec Zhao Tao, Joan Chen, Lü Liping"
Le Journal du Dimanche,Très bien,24 City,2009-03-18,112,Drame,chinois,De Jia Zhangke,"Avec Zhao Tao, Joan Chen, Lü Liping"
Le Monde,Très bien,24 City,2009-03-18,112,Drame,chinois,De Jia Zhangke,"Avec Zhao Tao, Joan Chen, Lü Liping"
