paper,rating,title,date,duration,genre,nationality,direction,actors
Le Journal du Dimanche,Pas mal,127 heures,2011-02-23,94,Biopic,américain,De Danny Boyle,"Avec James Franco, Amber Tamblyn, Kate Mara"
Le Point,Pas mal,127 heures,2011-02-23,94,Biopic,américain,De Danny Boyle,"Avec James Franco, Amber Tamblyn, Kate Mara"
Ouest France,Pas mal,127 heures,2011-02-23,94,Biopic,américain,De Danny Boyle,"Avec James Franco, Amber Tamblyn, Kate Mara"
Studio Ciné Live,Pas mal,127 heures,2011-02-23,94,Biopic,américain,De Danny Boyle,"Avec James Franco, Amber Tamblyn, Kate Mara"
Les Inrockuptibles,Pas terrible,127 heures,2011-02-23,94,Biopic,américain,De Danny Boyle,"Avec James Franco, Amber Tamblyn, Kate Mara"
Libération,Pas terrible,127 heures,2011-02-23,94,Biopic,américain,De Danny Boyle,"Avec James Franco, Amber Tamblyn, Kate Mara"
TéléCinéObs,Pas terrible,127 heures,2011-02-23,94,Biopic,américain,De Danny Boyle,"Avec James Franco, Amber Tamblyn, Kate Mara"
Télérama,Pas terrible,127 heures,2011-02-23,94,Biopic,américain,De Danny Boyle,"Avec James Franco, Amber Tamblyn, Kate Mara"
Cahiers du Cinéma,Très mauvais,127 heures,2011-02-23,94,Biopic,américain,De Danny Boyle,"Avec James Franco, Amber Tamblyn, Kate Mara"
Chronic'art.com,Très mauvais,127 heures,2011-02-23,94,Biopic,américain,De Danny Boyle,"Avec James Franco, Amber Tamblyn, Kate Mara"
Critikat.com,Très mauvais,127 heures,2011-02-23,94,Biopic,américain,De Danny Boyle,"Avec James Franco, Amber Tamblyn, Kate Mara"
Positif,Chef-d'oeuvre,18 jours,2011-09-07,125,Historique,égyptien,"De Sherif Arafa, Yousry Nasrallah, Mariam Abou Ouf ...","Avec Mona Zakki, Ahmed Dawood, Ahmed El Fishawy"
Filmsactu,Très bien,18 jours,2011-09-07,125,Historique,égyptien,"De Sherif Arafa, Yousry Nasrallah, Mariam Abou Ouf ...","Avec Mona Zakki, Ahmed Dawood, Ahmed El Fishawy"
Première,Très bien,18 jours,2011-09-07,125,Historique,égyptien,"De Sherif Arafa, Yousry Nasrallah, Mariam Abou Ouf ...","Avec Mona Zakki, Ahmed Dawood, Ahmed El Fishawy"
Studio Ciné Live,Très bien,18 jours,2011-09-07,125,Historique,égyptien,"De Sherif Arafa, Yousry Nasrallah, Mariam Abou Ouf ...","Avec Mona Zakki, Ahmed Dawood, Ahmed El Fishawy"
TéléCinéObs,Très bien,18 jours,2011-09-07,125,Historique,égyptien,"De Sherif Arafa, Yousry Nasrallah, Mariam Abou Ouf ...","Avec Mona Zakki, Ahmed Dawood, Ahmed El Fishawy"
Critikat.com,Pas mal,18 jours,2011-09-07,125,Historique,égyptien,"De Sherif Arafa, Yousry Nasrallah, Mariam Abou Ouf ...","Avec Mona Zakki, Ahmed Dawood, Ahmed El Fishawy"
Le Journal du Dimanche,Pas mal,18 jours,2011-09-07,125,Historique,égyptien,"De Sherif Arafa, Yousry Nasrallah, Mariam Abou Ouf ...","Avec Mona Zakki, Ahmed Dawood, Ahmed El Fishawy"
Marianne,Pas mal,18 jours,2011-09-07,125,Historique,égyptien,"De Sherif Arafa, Yousry Nasrallah, Mariam Abou Ouf ...","Avec Mona Zakki, Ahmed Dawood, Ahmed El Fishawy"
Paris Match,Pas mal,18 jours,2011-09-07,125,Historique,égyptien,"De Sherif Arafa, Yousry Nasrallah, Mariam Abou Ouf ...","Avec Mona Zakki, Ahmed Dawood, Ahmed El Fishawy"
Télérama,Pas mal,18 jours,2011-09-07,125,Historique,égyptien,"De Sherif Arafa, Yousry Nasrallah, Mariam Abou Ouf ...","Avec Mona Zakki, Ahmed Dawood, Ahmed El Fishawy"
Cahiers du Cinéma,Pas terrible,18 jours,2011-09-07,125,Historique,égyptien,"De Sherif Arafa, Yousry Nasrallah, Mariam Abou Ouf ...","Avec Mona Zakki, Ahmed Dawood, Ahmed El Fishawy"
Excessif,Pas terrible,18 jours,2011-09-07,125,Historique,égyptien,"De Sherif Arafa, Yousry Nasrallah, Mariam Abou Ouf ...","Avec Mona Zakki, Ahmed Dawood, Ahmed El Fishawy"
Le Monde,Pas terrible,18 jours,2011-09-07,125,Historique,égyptien,"De Sherif Arafa, Yousry Nasrallah, Mariam Abou Ouf ...","Avec Mona Zakki, Ahmed Dawood, Ahmed El Fishawy"
Libération,Pas terrible,18 jours,2011-09-07,125,Historique,égyptien,"De Sherif Arafa, Yousry Nasrallah, Mariam Abou Ouf ...","Avec Mona Zakki, Ahmed Dawood, Ahmed El Fishawy"
Le Monde,Pas mal,200 %,2013-12-04,85,Comédie,français,"De Nicolas Boone, Olivier Bosson","Avec Fabrice Noyer, Lisa Duwez, Nawel Matoug"
L'Humanité,Pas terrible,200 %,2013-12-04,85,Comédie,français,"De Nicolas Boone, Olivier Bosson","Avec Fabrice Noyer, Lisa Duwez, Nawel Matoug"
aVoir-aLire.com,Pas terrible,200 %,2013-12-04,85,Comédie,français,"De Nicolas Boone, Olivier Bosson","Avec Fabrice Noyer, Lisa Duwez, Nawel Matoug"
Libération,Très mauvais,200 %,2013-12-04,85,Comédie,français,"De Nicolas Boone, Olivier Bosson","Avec Fabrice Noyer, Lisa Duwez, Nawel Matoug"
Metro,Chef-d'oeuvre,50/50,2011-11-16,100,Comédie dramatique,américain,De Jonathan Levine,"Avec Joseph Gordon-Levitt, Seth Rogen, Anna Kendrick"
CinemaTeaser,Très bien,50/50,2011-11-16,100,Comédie dramatique,américain,De Jonathan Levine,"Avec Joseph Gordon-Levitt, Seth Rogen, Anna Kendrick"
Ecran Large,Très bien,50/50,2011-11-16,100,Comédie dramatique,américain,De Jonathan Levine,"Avec Joseph Gordon-Levitt, Seth Rogen, Anna Kendrick"
Excessif,Très bien,50/50,2011-11-16,100,Comédie dramatique,américain,De Jonathan Levine,"Avec Joseph Gordon-Levitt, Seth Rogen, Anna Kendrick"
L'Express,Très bien,50/50,2011-11-16,100,Comédie dramatique,américain,De Jonathan Levine,"Avec Joseph Gordon-Levitt, Seth Rogen, Anna Kendrick"
Positif,Très bien,50/50,2011-11-16,100,Comédie dramatique,américain,De Jonathan Levine,"Avec Joseph Gordon-Levitt, Seth Rogen, Anna Kendrick"
Première,Très bien,50/50,2011-11-16,100,Comédie dramatique,américain,De Jonathan Levine,"Avec Joseph Gordon-Levitt, Seth Rogen, Anna Kendrick"
Le Monde,Pas mal,50/50,2011-11-16,100,Comédie dramatique,américain,De Jonathan Levine,"Avec Joseph Gordon-Levitt, Seth Rogen, Anna Kendrick"
Les Inrockuptibles,Pas mal,50/50,2011-11-16,100,Comédie dramatique,américain,De Jonathan Levine,"Avec Joseph Gordon-Levitt, Seth Rogen, Anna Kendrick"
TéléCinéObs,Pas mal,50/50,2011-11-16,100,Comédie dramatique,américain,De Jonathan Levine,"Avec Joseph Gordon-Levitt, Seth Rogen, Anna Kendrick"
Télérama,Pas mal,50/50,2011-11-16,100,Comédie dramatique,américain,De Jonathan Levine,"Avec Joseph Gordon-Levitt, Seth Rogen, Anna Kendrick"
L'Humanité,Pas terrible,50/50,2011-11-16,100,Comédie dramatique,américain,De Jonathan Levine,"Avec Joseph Gordon-Levitt, Seth Rogen, Anna Kendrick"
Ouest France,Pas terrible,50/50,2011-11-16,100,Comédie dramatique,américain,De Jonathan Levine,"Avec Joseph Gordon-Levitt, Seth Rogen, Anna Kendrick"
Studio Ciné Live,Pas terrible,50/50,2011-11-16,100,Comédie dramatique,américain,De Jonathan Levine,"Avec Joseph Gordon-Levitt, Seth Rogen, Anna Kendrick"
Cahiers du Cinéma,Très mauvais,50/50,2011-11-16,100,Comédie dramatique,américain,De Jonathan Levine,"Avec Joseph Gordon-Levitt, Seth Rogen, Anna Kendrick"
Critikat.com,Très mauvais,50/50,2011-11-16,100,Comédie dramatique,américain,De Jonathan Levine,"Avec Joseph Gordon-Levitt, Seth Rogen, Anna Kendrick"
Le Point,Très bien,80 jours,2012-06-13,105,Drame,espagnol,"De Jon Garaño, José Mari Goenaga","Avec Itziar Aizpuru, Mariasun Pagoaga, José Ramón Argoitia"
TéléCinéObs,Très bien,80 jours,2012-06-13,105,Drame,espagnol,"De Jon Garaño, José Mari Goenaga","Avec Itziar Aizpuru, Mariasun Pagoaga, José Ramón Argoitia"
Télérama,Très bien,80 jours,2012-06-13,105,Drame,espagnol,"De Jon Garaño, José Mari Goenaga","Avec Itziar Aizpuru, Mariasun Pagoaga, José Ramón Argoitia"
La Croix,Pas mal,80 jours,2012-06-13,105,Drame,espagnol,"De Jon Garaño, José Mari Goenaga","Avec Itziar Aizpuru, Mariasun Pagoaga, José Ramón Argoitia"
Le Figaroscope,Pas mal,80 jours,2012-06-13,105,Drame,espagnol,"De Jon Garaño, José Mari Goenaga","Avec Itziar Aizpuru, Mariasun Pagoaga, José Ramón Argoitia"
Le Journal du Dimanche,Pas mal,80 jours,2012-06-13,105,Drame,espagnol,"De Jon Garaño, José Mari Goenaga","Avec Itziar Aizpuru, Mariasun Pagoaga, José Ramón Argoitia"
Le Monde,Pas mal,80 jours,2012-06-13,105,Drame,espagnol,"De Jon Garaño, José Mari Goenaga","Avec Itziar Aizpuru, Mariasun Pagoaga, José Ramón Argoitia"
Les Fiches du Cinéma,Pas mal,80 jours,2012-06-13,105,Drame,espagnol,"De Jon Garaño, José Mari Goenaga","Avec Itziar Aizpuru, Mariasun Pagoaga, José Ramón Argoitia"
Paris Match,Pas mal,80 jours,2012-06-13,105,Drame,espagnol,"De Jon Garaño, José Mari Goenaga","Avec Itziar Aizpuru, Mariasun Pagoaga, José Ramón Argoitia"
Positif,Pas mal,80 jours,2012-06-13,105,Drame,espagnol,"De Jon Garaño, José Mari Goenaga","Avec Itziar Aizpuru, Mariasun Pagoaga, José Ramón Argoitia"
Première,Pas mal,80 jours,2012-06-13,105,Drame,espagnol,"De Jon Garaño, José Mari Goenaga","Avec Itziar Aizpuru, Mariasun Pagoaga, José Ramón Argoitia"
Critikat.com,Pas terrible,80 jours,2012-06-13,105,Drame,espagnol,"De Jon Garaño, José Mari Goenaga","Avec Itziar Aizpuru, Mariasun Pagoaga, José Ramón Argoitia"
L'Humanité,Pas terrible,80 jours,2012-06-13,105,Drame,espagnol,"De Jon Garaño, José Mari Goenaga","Avec Itziar Aizpuru, Mariasun Pagoaga, José Ramón Argoitia"
Studio Ciné Live,Pas terrible,80 jours,2012-06-13,105,Drame,espagnol,"De Jon Garaño, José Mari Goenaga","Avec Itziar Aizpuru, Mariasun Pagoaga, José Ramón Argoitia"
Brazil,Très bien,93 la belle rebelle,2011-01-26,73,Documentaire,français,De Jean-Pierre Thorn,"Avec Daniel Baudon, Marc Perrone, Loran Béru"
Critikat.com,Très bien,93 la belle rebelle,2011-01-26,73,Documentaire,français,De Jean-Pierre Thorn,"Avec Daniel Baudon, Marc Perrone, Loran Béru"
Le Parisien,Très bien,93 la belle rebelle,2011-01-26,73,Documentaire,français,De Jean-Pierre Thorn,"Avec Daniel Baudon, Marc Perrone, Loran Béru"
Les Inrockuptibles,Très bien,93 la belle rebelle,2011-01-26,73,Documentaire,français,De Jean-Pierre Thorn,"Avec Daniel Baudon, Marc Perrone, Loran Béru"
Positif,Très bien,93 la belle rebelle,2011-01-26,73,Documentaire,français,De Jean-Pierre Thorn,"Avec Daniel Baudon, Marc Perrone, Loran Béru"
Le Monde,Pas mal,93 la belle rebelle,2011-01-26,73,Documentaire,français,De Jean-Pierre Thorn,"Avec Daniel Baudon, Marc Perrone, Loran Béru"
TéléCinéObs,Pas mal,93 la belle rebelle,2011-01-26,73,Documentaire,français,De Jean-Pierre Thorn,"Avec Daniel Baudon, Marc Perrone, Loran Béru"
Télérama,Pas mal,93 la belle rebelle,2011-01-26,73,Documentaire,français,De Jean-Pierre Thorn,"Avec Daniel Baudon, Marc Perrone, Loran Béru"
Le Figaroscope,Chef-d'oeuvre,A bout portant,2010-12-01,85,Policier,français,De Fred Cavayé,"Avec Gilles Lellouche, Roschdy Zem, Gérard Lanvin"
Télé 7 Jours,Chef-d'oeuvre,A bout portant,2010-12-01,85,Policier,français,De Fred Cavayé,"Avec Gilles Lellouche, Roschdy Zem, Gérard Lanvin"
20 Minutes,Très bien,A bout portant,2010-12-01,85,Policier,français,De Fred Cavayé,"Avec Gilles Lellouche, Roschdy Zem, Gérard Lanvin"
Brazil,Très bien,A bout portant,2010-12-01,85,Policier,français,De Fred Cavayé,"Avec Gilles Lellouche, Roschdy Zem, Gérard Lanvin"
Elle,Très bien,A bout portant,2010-12-01,85,Policier,français,De Fred Cavayé,"Avec Gilles Lellouche, Roschdy Zem, Gérard Lanvin"
Excessif,Très bien,A bout portant,2010-12-01,85,Policier,français,De Fred Cavayé,"Avec Gilles Lellouche, Roschdy Zem, Gérard Lanvin"
Filmsactu,Très bien,A bout portant,2010-12-01,85,Policier,français,De Fred Cavayé,"Avec Gilles Lellouche, Roschdy Zem, Gérard Lanvin"
Impact,Très bien,A bout portant,2010-12-01,85,Policier,français,De Fred Cavayé,"Avec Gilles Lellouche, Roschdy Zem, Gérard Lanvin"
La Croix,Très bien,A bout portant,2010-12-01,85,Policier,français,De Fred Cavayé,"Avec Gilles Lellouche, Roschdy Zem, Gérard Lanvin"
Le Parisien,Très bien,A bout portant,2010-12-01,85,Policier,français,De Fred Cavayé,"Avec Gilles Lellouche, Roschdy Zem, Gérard Lanvin"
Ouest France,Très bien,A bout portant,2010-12-01,85,Policier,français,De Fred Cavayé,"Avec Gilles Lellouche, Roschdy Zem, Gérard Lanvin"
Paris Match,Très bien,A bout portant,2010-12-01,85,Policier,français,De Fred Cavayé,"Avec Gilles Lellouche, Roschdy Zem, Gérard Lanvin"
Première,Très bien,A bout portant,2010-12-01,85,Policier,français,De Fred Cavayé,"Avec Gilles Lellouche, Roschdy Zem, Gérard Lanvin"
Critikat.com,Pas mal,A bout portant,2010-12-01,85,Policier,français,De Fred Cavayé,"Avec Gilles Lellouche, Roschdy Zem, Gérard Lanvin"
Le Journal du Dimanche,Pas mal,A bout portant,2010-12-01,85,Policier,français,De Fred Cavayé,"Avec Gilles Lellouche, Roschdy Zem, Gérard Lanvin"
Le Monde,Pas mal,A bout portant,2010-12-01,85,Policier,français,De Fred Cavayé,"Avec Gilles Lellouche, Roschdy Zem, Gérard Lanvin"
Positif,Pas mal,A bout portant,2010-12-01,85,Policier,français,De Fred Cavayé,"Avec Gilles Lellouche, Roschdy Zem, Gérard Lanvin"
Studio Ciné Live,Pas mal,A bout portant,2010-12-01,85,Policier,français,De Fred Cavayé,"Avec Gilles Lellouche, Roschdy Zem, Gérard Lanvin"
Les Inrockuptibles,Pas terrible,A bout portant,2010-12-01,85,Policier,français,De Fred Cavayé,"Avec Gilles Lellouche, Roschdy Zem, Gérard Lanvin"
TéléCinéObs,Pas terrible,A bout portant,2010-12-01,85,Policier,français,De Fred Cavayé,"Avec Gilles Lellouche, Roschdy Zem, Gérard Lanvin"
Télérama,Pas terrible,A bout portant,2010-12-01,85,Policier,français,De Fred Cavayé,"Avec Gilles Lellouche, Roschdy Zem, Gérard Lanvin"
Le Point,Très mauvais,A bout portant,2010-12-01,85,Policier,français,De Fred Cavayé,"Avec Gilles Lellouche, Roschdy Zem, Gérard Lanvin"
L'Humanité,Très bien,A ciel ouvert,2011-03-09,94,Documentaire,français,De Inès Compan,NA
Les Inrockuptibles,Très bien,A ciel ouvert,2011-03-09,94,Documentaire,français,De Inès Compan,NA
Positif,Très bien,A ciel ouvert,2011-03-09,94,Documentaire,français,De Inès Compan,NA
Brazil,Pas mal,A ciel ouvert,2011-03-09,94,Documentaire,français,De Inès Compan,NA
Critikat.com,Pas mal,A ciel ouvert,2011-03-09,94,Documentaire,français,De Inès Compan,NA
Le Monde,Pas mal,A ciel ouvert,2011-03-09,94,Documentaire,français,De Inès Compan,NA
Télérama,Pas mal,A ciel ouvert,2011-03-09,94,Documentaire,français,De Inès Compan,NA
Studio Ciné Live,Très mauvais,A ciel ouvert,2011-03-09,94,Documentaire,français,De Inès Compan,NA
Les Fiches du Cinéma,Pas mal,"Ab Irato, sous l'empire de la colère",2013-02-06,102,Drame,français,De Dominique Boccarossa,"Avec Joël Lefrançois, Yann Goven, Agnès Belkadi"
Télérama,Pas mal,"Ab Irato, sous l'empire de la colère",2013-02-06,102,Drame,français,De Dominique Boccarossa,"Avec Joël Lefrançois, Yann Goven, Agnès Belkadi"
Le Monde,Pas terrible,"Ab Irato, sous l'empire de la colère",2013-02-06,102,Drame,français,De Dominique Boccarossa,"Avec Joël Lefrançois, Yann Goven, Agnès Belkadi"
Elle,Chef-d'oeuvre,Abel,2011-01-12,83,Comédie,américain,De Diego Luna,"Avec José Maria Yazpik, Christopher Ruiz-Esparza, Gerardo Ruiz-Esperanza"
Le Figaroscope,Chef-d'oeuvre,Abel,2011-01-12,83,Comédie,américain,De Diego Luna,"Avec José Maria Yazpik, Christopher Ruiz-Esparza, Gerardo Ruiz-Esperanza"
20 Minutes,Très bien,Abel,2011-01-12,83,Comédie,américain,De Diego Luna,"Avec José Maria Yazpik, Christopher Ruiz-Esparza, Gerardo Ruiz-Esperanza"
Brazil,Très bien,Abel,2011-01-12,83,Comédie,américain,De Diego Luna,"Avec José Maria Yazpik, Christopher Ruiz-Esparza, Gerardo Ruiz-Esperanza"
Critikat.com,Très bien,Abel,2011-01-12,83,Comédie,américain,De Diego Luna,"Avec José Maria Yazpik, Christopher Ruiz-Esparza, Gerardo Ruiz-Esperanza"
La Croix,Très bien,Abel,2011-01-12,83,Comédie,américain,De Diego Luna,"Avec José Maria Yazpik, Christopher Ruiz-Esparza, Gerardo Ruiz-Esperanza"
Le Journal du Dimanche,Très bien,Abel,2011-01-12,83,Comédie,américain,De Diego Luna,"Avec José Maria Yazpik, Christopher Ruiz-Esparza, Gerardo Ruiz-Esperanza"
Le Monde,Très bien,Abel,2011-01-12,83,Comédie,américain,De Diego Luna,"Avec José Maria Yazpik, Christopher Ruiz-Esparza, Gerardo Ruiz-Esperanza"
Le Parisien,Très bien,Abel,2011-01-12,83,Comédie,américain,De Diego Luna,"Avec José Maria Yazpik, Christopher Ruiz-Esparza, Gerardo Ruiz-Esperanza"
Libération,Très bien,Abel,2011-01-12,83,Comédie,américain,De Diego Luna,"Avec José Maria Yazpik, Christopher Ruiz-Esparza, Gerardo Ruiz-Esperanza"
Positif,Très bien,Abel,2011-01-12,83,Comédie,américain,De Diego Luna,"Avec José Maria Yazpik, Christopher Ruiz-Esparza, Gerardo Ruiz-Esperanza"
Première,Très bien,Abel,2011-01-12,83,Comédie,américain,De Diego Luna,"Avec José Maria Yazpik, Christopher Ruiz-Esparza, Gerardo Ruiz-Esperanza"
Excessif,Pas mal,Abel,2011-01-12,83,Comédie,américain,De Diego Luna,"Avec José Maria Yazpik, Christopher Ruiz-Esparza, Gerardo Ruiz-Esperanza"
Filmsactu,Pas mal,Abel,2011-01-12,83,Comédie,américain,De Diego Luna,"Avec José Maria Yazpik, Christopher Ruiz-Esparza, Gerardo Ruiz-Esperanza"
Ouest France,Pas mal,Abel,2011-01-12,83,Comédie,américain,De Diego Luna,"Avec José Maria Yazpik, Christopher Ruiz-Esparza, Gerardo Ruiz-Esperanza"
Télérama,Pas mal,Abel,2011-01-12,83,Comédie,américain,De Diego Luna,"Avec José Maria Yazpik, Christopher Ruiz-Esparza, Gerardo Ruiz-Esperanza"
Cahiers du Cinéma,Pas terrible,Abel,2011-01-12,83,Comédie,américain,De Diego Luna,"Avec José Maria Yazpik, Christopher Ruiz-Esparza, Gerardo Ruiz-Esperanza"
Les Inrockuptibles,Pas terrible,Abel,2011-01-12,83,Comédie,américain,De Diego Luna,"Avec José Maria Yazpik, Christopher Ruiz-Esparza, Gerardo Ruiz-Esperanza"
Studio Ciné Live,Pas terrible,Abel,2011-01-12,83,Comédie,américain,De Diego Luna,"Avec José Maria Yazpik, Christopher Ruiz-Esparza, Gerardo Ruiz-Esperanza"
20 Minutes,Très bien,Adèle Blanc-Sec,2010-04-14,107,Policier,français,De Luc Besson,"Avec Louise Bourgoin, Gilles Lellouche, Mathieu Amalric"
Excessif,Très bien,Adèle Blanc-Sec,2010-04-14,107,Policier,français,De Luc Besson,"Avec Louise Bourgoin, Gilles Lellouche, Mathieu Amalric"
Le Journal du Dimanche,Très bien,Adèle Blanc-Sec,2010-04-14,107,Policier,français,De Luc Besson,"Avec Louise Bourgoin, Gilles Lellouche, Mathieu Amalric"
Le Parisien,Très bien,Adèle Blanc-Sec,2010-04-14,107,Policier,français,De Luc Besson,"Avec Louise Bourgoin, Gilles Lellouche, Mathieu Amalric"
Les Inrockuptibles,Très bien,Adèle Blanc-Sec,2010-04-14,107,Policier,français,De Luc Besson,"Avec Louise Bourgoin, Gilles Lellouche, Mathieu Amalric"
Libération,Très bien,Adèle Blanc-Sec,2010-04-14,107,Policier,français,De Luc Besson,"Avec Louise Bourgoin, Gilles Lellouche, Mathieu Amalric"
Ouest France,Très bien,Adèle Blanc-Sec,2010-04-14,107,Policier,français,De Luc Besson,"Avec Louise Bourgoin, Gilles Lellouche, Mathieu Amalric"
Positif,Très bien,Adèle Blanc-Sec,2010-04-14,107,Policier,français,De Luc Besson,"Avec Louise Bourgoin, Gilles Lellouche, Mathieu Amalric"
Studio Ciné Live,Très bien,Adèle Blanc-Sec,2010-04-14,107,Policier,français,De Luc Besson,"Avec Louise Bourgoin, Gilles Lellouche, Mathieu Amalric"
L'Express,Pas mal,Adèle Blanc-Sec,2010-04-14,107,Policier,français,De Luc Besson,"Avec Louise Bourgoin, Gilles Lellouche, Mathieu Amalric"
Le Figaroscope,Pas mal,Adèle Blanc-Sec,2010-04-14,107,Policier,français,De Luc Besson,"Avec Louise Bourgoin, Gilles Lellouche, Mathieu Amalric"
Le Monde,Pas mal,Adèle Blanc-Sec,2010-04-14,107,Policier,français,De Luc Besson,"Avec Louise Bourgoin, Gilles Lellouche, Mathieu Amalric"
Paris Match,Pas mal,Adèle Blanc-Sec,2010-04-14,107,Policier,français,De Luc Besson,"Avec Louise Bourgoin, Gilles Lellouche, Mathieu Amalric"
TéléCinéObs,Pas mal,Adèle Blanc-Sec,2010-04-14,107,Policier,français,De Luc Besson,"Avec Louise Bourgoin, Gilles Lellouche, Mathieu Amalric"
Télérama,Pas mal,Adèle Blanc-Sec,2010-04-14,107,Policier,français,De Luc Besson,"Avec Louise Bourgoin, Gilles Lellouche, Mathieu Amalric"
L'Ecran Fantastique,Pas terrible,Adèle Blanc-Sec,2010-04-14,107,Policier,français,De Luc Besson,"Avec Louise Bourgoin, Gilles Lellouche, Mathieu Amalric"
La Croix,Pas terrible,Adèle Blanc-Sec,2010-04-14,107,Policier,français,De Luc Besson,"Avec Louise Bourgoin, Gilles Lellouche, Mathieu Amalric"
Le Nouvel Observateur,Pas terrible,Adèle Blanc-Sec,2010-04-14,107,Policier,français,De Luc Besson,"Avec Louise Bourgoin, Gilles Lellouche, Mathieu Amalric"
Le Point,Pas terrible,Adèle Blanc-Sec,2010-04-14,107,Policier,français,De Luc Besson,"Avec Louise Bourgoin, Gilles Lellouche, Mathieu Amalric"
Mad Movies,Pas terrible,Adèle Blanc-Sec,2010-04-14,107,Policier,français,De Luc Besson,"Avec Louise Bourgoin, Gilles Lellouche, Mathieu Amalric"
Cahiers du Cinéma,Très mauvais,Adèle Blanc-Sec,2010-04-14,107,Policier,français,De Luc Besson,"Avec Louise Bourgoin, Gilles Lellouche, Mathieu Amalric"
Chronic'art.com,Très mauvais,Adèle Blanc-Sec,2010-04-14,107,Policier,français,De Luc Besson,"Avec Louise Bourgoin, Gilles Lellouche, Mathieu Amalric"
Critikat.com,Très mauvais,Adèle Blanc-Sec,2010-04-14,107,Policier,français,De Luc Besson,"Avec Louise Bourgoin, Gilles Lellouche, Mathieu Amalric"
Filmsactu,Très mauvais,Adèle Blanc-Sec,2010-04-14,107,Policier,français,De Luc Besson,"Avec Louise Bourgoin, Gilles Lellouche, Mathieu Amalric"
Le Journal du Dimanche,Très mauvais,Adèle Blanc-Sec,2010-04-14,107,Policier,français,De Luc Besson,"Avec Louise Bourgoin, Gilles Lellouche, Mathieu Amalric"
