paper,rating,title,date,duration,genre,nationality,direction,actors
Transfuge,Très bien,"14 ans, premier amour",2017-05-10,106,Romance,russe,De Andreï Zaytsev,"Avec Gleb Kalyuzhny, Ulyana Vaskovich, Olga Ozollapinya"
Voici,Très bien,"14 ans, premier amour",2017-05-10,106,Romance,russe,De Andreï Zaytsev,"Avec Gleb Kalyuzhny, Ulyana Vaskovich, Olga Ozollapinya"
aVoir-aLire.com,Très bien,"14 ans, premier amour",2017-05-10,106,Romance,russe,De Andreï Zaytsev,"Avec Gleb Kalyuzhny, Ulyana Vaskovich, Olga Ozollapinya"
Cahiers du Cinéma,Pas mal,"14 ans, premier amour",2017-05-10,106,Romance,russe,De Andreï Zaytsev,"Avec Gleb Kalyuzhny, Ulyana Vaskovich, Olga Ozollapinya"
Critikat.com,Pas mal,"14 ans, premier amour",2017-05-10,106,Romance,russe,De Andreï Zaytsev,"Avec Gleb Kalyuzhny, Ulyana Vaskovich, Olga Ozollapinya"
L'Express,Pas mal,"14 ans, premier amour",2017-05-10,106,Romance,russe,De Andreï Zaytsev,"Avec Gleb Kalyuzhny, Ulyana Vaskovich, Olga Ozollapinya"
La Croix,Pas mal,"14 ans, premier amour",2017-05-10,106,Romance,russe,De Andreï Zaytsev,"Avec Gleb Kalyuzhny, Ulyana Vaskovich, Olga Ozollapinya"
Le Journal du Dimanche,Pas mal,"14 ans, premier amour",2017-05-10,106,Romance,russe,De Andreï Zaytsev,"Avec Gleb Kalyuzhny, Ulyana Vaskovich, Olga Ozollapinya"
Le Monde,Pas terrible,"14 ans, premier amour",2017-05-10,106,Romance,russe,De Andreï Zaytsev,"Avec Gleb Kalyuzhny, Ulyana Vaskovich, Olga Ozollapinya"
Télérama,Très mauvais,"14 ans, premier amour",2017-05-10,106,Romance,russe,De Andreï Zaytsev,"Avec Gleb Kalyuzhny, Ulyana Vaskovich, Olga Ozollapinya"
aVoir-aLire.com,Chef-d'oeuvre,2 nuits jusqu'au matin,2016-11-09,88,Comédie dramatique,finlandais,De Mikko Kuparinen,"Avec Marie-Josée Croze, Mikko Nousiainen, Arly Jover"
L'Humanité,Pas mal,2 nuits jusqu'au matin,2016-11-09,88,Comédie dramatique,finlandais,De Mikko Kuparinen,"Avec Marie-Josée Croze, Mikko Nousiainen, Arly Jover"
Le Monde,Pas mal,2 nuits jusqu'au matin,2016-11-09,88,Comédie dramatique,finlandais,De Mikko Kuparinen,"Avec Marie-Josée Croze, Mikko Nousiainen, Arly Jover"
Les Fiches du Cinéma,Pas mal,2 nuits jusqu'au matin,2016-11-09,88,Comédie dramatique,finlandais,De Mikko Kuparinen,"Avec Marie-Josée Croze, Mikko Nousiainen, Arly Jover"
Positif,Pas mal,2 nuits jusqu'au matin,2016-11-09,88,Comédie dramatique,finlandais,De Mikko Kuparinen,"Avec Marie-Josée Croze, Mikko Nousiainen, Arly Jover"
Télérama,Pas mal,2 nuits jusqu'au matin,2016-11-09,88,Comédie dramatique,finlandais,De Mikko Kuparinen,"Avec Marie-Josée Croze, Mikko Nousiainen, Arly Jover"
Première,Pas terrible,2 nuits jusqu'au matin,2016-11-09,88,Comédie dramatique,finlandais,De Mikko Kuparinen,"Avec Marie-Josée Croze, Mikko Nousiainen, Arly Jover"
Studio Ciné Live,Pas terrible,2 nuits jusqu'au matin,2016-11-09,88,Comédie dramatique,finlandais,De Mikko Kuparinen,"Avec Marie-Josée Croze, Mikko Nousiainen, Arly Jover"
Critikat.com,Chef-d'oeuvre,21 nuits avec Pattie,2015-11-25,115,Comédie,français,"De Arnaud Larrieu, Jean-Marie Larrieu","Avec Isabelle Carré, Karin Viard, André Dussollier"
Culturebox - France Télévisions,Chef-d'oeuvre,21 nuits avec Pattie,2015-11-25,115,Comédie,français,"De Arnaud Larrieu, Jean-Marie Larrieu","Avec Isabelle Carré, Karin Viard, André Dussollier"
Metro,Chef-d'oeuvre,21 nuits avec Pattie,2015-11-25,115,Comédie,français,"De Arnaud Larrieu, Jean-Marie Larrieu","Avec Isabelle Carré, Karin Viard, André Dussollier"
Ouest France,Chef-d'oeuvre,21 nuits avec Pattie,2015-11-25,115,Comédie,français,"De Arnaud Larrieu, Jean-Marie Larrieu","Avec Isabelle Carré, Karin Viard, André Dussollier"
Paris Match,Chef-d'oeuvre,21 nuits avec Pattie,2015-11-25,115,Comédie,français,"De Arnaud Larrieu, Jean-Marie Larrieu","Avec Isabelle Carré, Karin Viard, André Dussollier"
Transfuge,Chef-d'oeuvre,21 nuits avec Pattie,2015-11-25,115,Comédie,français,"De Arnaud Larrieu, Jean-Marie Larrieu","Avec Isabelle Carré, Karin Viard, André Dussollier"
Cahiers du Cinéma,Très bien,21 nuits avec Pattie,2015-11-25,115,Comédie,français,"De Arnaud Larrieu, Jean-Marie Larrieu","Avec Isabelle Carré, Karin Viard, André Dussollier"
Chronic'art.com,Très bien,21 nuits avec Pattie,2015-11-25,115,Comédie,français,"De Arnaud Larrieu, Jean-Marie Larrieu","Avec Isabelle Carré, Karin Viard, André Dussollier"
Le Dauphiné Libéré,Très bien,21 nuits avec Pattie,2015-11-25,115,Comédie,français,"De Arnaud Larrieu, Jean-Marie Larrieu","Avec Isabelle Carré, Karin Viard, André Dussollier"
Le Journal du Dimanche,Très bien,21 nuits avec Pattie,2015-11-25,115,Comédie,français,"De Arnaud Larrieu, Jean-Marie Larrieu","Avec Isabelle Carré, Karin Viard, André Dussollier"
Le Nouvel Observateur,Très bien,21 nuits avec Pattie,2015-11-25,115,Comédie,français,"De Arnaud Larrieu, Jean-Marie Larrieu","Avec Isabelle Carré, Karin Viard, André Dussollier"
Le Parisien,Très bien,21 nuits avec Pattie,2015-11-25,115,Comédie,français,"De Arnaud Larrieu, Jean-Marie Larrieu","Avec Isabelle Carré, Karin Viard, André Dussollier"
Les Inrockuptibles,Très bien,21 nuits avec Pattie,2015-11-25,115,Comédie,français,"De Arnaud Larrieu, Jean-Marie Larrieu","Avec Isabelle Carré, Karin Viard, André Dussollier"
Libération,Très bien,21 nuits avec Pattie,2015-11-25,115,Comédie,français,"De Arnaud Larrieu, Jean-Marie Larrieu","Avec Isabelle Carré, Karin Viard, André Dussollier"
Positif,Très bien,21 nuits avec Pattie,2015-11-25,115,Comédie,français,"De Arnaud Larrieu, Jean-Marie Larrieu","Avec Isabelle Carré, Karin Viard, André Dussollier"
Première,Très bien,21 nuits avec Pattie,2015-11-25,115,Comédie,français,"De Arnaud Larrieu, Jean-Marie Larrieu","Avec Isabelle Carré, Karin Viard, André Dussollier"
Studio Ciné Live,Très bien,21 nuits avec Pattie,2015-11-25,115,Comédie,français,"De Arnaud Larrieu, Jean-Marie Larrieu","Avec Isabelle Carré, Karin Viard, André Dussollier"
Télérama,Très bien,21 nuits avec Pattie,2015-11-25,115,Comédie,français,"De Arnaud Larrieu, Jean-Marie Larrieu","Avec Isabelle Carré, Karin Viard, André Dussollier"
aVoir-aLire.com,Très bien,21 nuits avec Pattie,2015-11-25,115,Comédie,français,"De Arnaud Larrieu, Jean-Marie Larrieu","Avec Isabelle Carré, Karin Viard, André Dussollier"
La Croix,Pas mal,21 nuits avec Pattie,2015-11-25,115,Comédie,français,"De Arnaud Larrieu, Jean-Marie Larrieu","Avec Isabelle Carré, Karin Viard, André Dussollier"
L'Express,Pas terrible,21 nuits avec Pattie,2015-11-25,115,Comédie,français,"De Arnaud Larrieu, Jean-Marie Larrieu","Avec Isabelle Carré, Karin Viard, André Dussollier"
L'Humanité,Très bien,3000 Nuits,2017-01-04,103,Drame,palestinien,De Mai Masri,"Avec Maisa Abd Elhadi, Nadira Omran, Rakeen Saad"
Le Nouvel Observateur,Très bien,3000 Nuits,2017-01-04,103,Drame,palestinien,De Mai Masri,"Avec Maisa Abd Elhadi, Nadira Omran, Rakeen Saad"
La Croix,Pas mal,3000 Nuits,2017-01-04,103,Drame,palestinien,De Mai Masri,"Avec Maisa Abd Elhadi, Nadira Omran, Rakeen Saad"
Les Fiches du Cinéma,Pas mal,3000 Nuits,2017-01-04,103,Drame,palestinien,De Mai Masri,"Avec Maisa Abd Elhadi, Nadira Omran, Rakeen Saad"
Télérama,Pas mal,3000 Nuits,2017-01-04,103,Drame,palestinien,De Mai Masri,"Avec Maisa Abd Elhadi, Nadira Omran, Rakeen Saad"
Les Inrockuptibles,Pas terrible,3000 Nuits,2017-01-04,103,Drame,palestinien,De Mai Masri,"Avec Maisa Abd Elhadi, Nadira Omran, Rakeen Saad"
La Voix du Nord,Très mauvais,3000 Nuits,2017-01-04,103,Drame,palestinien,De Mai Masri,"Avec Maisa Abd Elhadi, Nadira Omran, Rakeen Saad"
Le Monde,Très mauvais,3000 Nuits,2017-01-04,103,Drame,palestinien,De Mai Masri,"Avec Maisa Abd Elhadi, Nadira Omran, Rakeen Saad"
Metro,Chef-d'oeuvre,45 ans,2016-01-27,95,Drame,britannique,De Andrew Haigh,"Avec Charlotte Rampling, Tom Courtenay, Geraldine James"
VSD,Chef-d'oeuvre,45 ans,2016-01-27,95,Drame,britannique,De Andrew Haigh,"Avec Charlotte Rampling, Tom Courtenay, Geraldine James"
20 Minutes,Très bien,45 ans,2016-01-27,95,Drame,britannique,De Andrew Haigh,"Avec Charlotte Rampling, Tom Courtenay, Geraldine James"
Critikat.com,Très bien,45 ans,2016-01-27,95,Drame,britannique,De Andrew Haigh,"Avec Charlotte Rampling, Tom Courtenay, Geraldine James"
Culturebox - France Télévisions,Très bien,45 ans,2016-01-27,95,Drame,britannique,De Andrew Haigh,"Avec Charlotte Rampling, Tom Courtenay, Geraldine James"
L'Express,Très bien,45 ans,2016-01-27,95,Drame,britannique,De Andrew Haigh,"Avec Charlotte Rampling, Tom Courtenay, Geraldine James"
La Croix,Très bien,45 ans,2016-01-27,95,Drame,britannique,De Andrew Haigh,"Avec Charlotte Rampling, Tom Courtenay, Geraldine James"
Le Dauphiné Libéré,Très bien,45 ans,2016-01-27,95,Drame,britannique,De Andrew Haigh,"Avec Charlotte Rampling, Tom Courtenay, Geraldine James"
Le Journal du Dimanche,Très bien,45 ans,2016-01-27,95,Drame,britannique,De Andrew Haigh,"Avec Charlotte Rampling, Tom Courtenay, Geraldine James"
Le Monde,Très bien,45 ans,2016-01-27,95,Drame,britannique,De Andrew Haigh,"Avec Charlotte Rampling, Tom Courtenay, Geraldine James"
Le Nouvel Observateur,Très bien,45 ans,2016-01-27,95,Drame,britannique,De Andrew Haigh,"Avec Charlotte Rampling, Tom Courtenay, Geraldine James"
Le Parisien,Très bien,45 ans,2016-01-27,95,Drame,britannique,De Andrew Haigh,"Avec Charlotte Rampling, Tom Courtenay, Geraldine James"
Les Fiches du Cinéma,Très bien,45 ans,2016-01-27,95,Drame,britannique,De Andrew Haigh,"Avec Charlotte Rampling, Tom Courtenay, Geraldine James"
Ouest France,Très bien,45 ans,2016-01-27,95,Drame,britannique,De Andrew Haigh,"Avec Charlotte Rampling, Tom Courtenay, Geraldine James"
Studio Ciné Live,Très bien,45 ans,2016-01-27,95,Drame,britannique,De Andrew Haigh,"Avec Charlotte Rampling, Tom Courtenay, Geraldine James"
Télérama,Très bien,45 ans,2016-01-27,95,Drame,britannique,De Andrew Haigh,"Avec Charlotte Rampling, Tom Courtenay, Geraldine James"
aVoir-aLire.com,Très bien,45 ans,2016-01-27,95,Drame,britannique,De Andrew Haigh,"Avec Charlotte Rampling, Tom Courtenay, Geraldine James"
Cahiers du Cinéma,Pas mal,45 ans,2016-01-27,95,Drame,britannique,De Andrew Haigh,"Avec Charlotte Rampling, Tom Courtenay, Geraldine James"
Les Inrockuptibles,Pas mal,45 ans,2016-01-27,95,Drame,britannique,De Andrew Haigh,"Avec Charlotte Rampling, Tom Courtenay, Geraldine James"
Première,Pas mal,45 ans,2016-01-27,95,Drame,britannique,De Andrew Haigh,"Avec Charlotte Rampling, Tom Courtenay, Geraldine James"
TF1 News,Pas mal,45 ans,2016-01-27,95,Drame,britannique,De Andrew Haigh,"Avec Charlotte Rampling, Tom Courtenay, Geraldine James"
20 Minutes,Très bien,600 euros,2016-06-08,NA,Drame,NA,De Adnane Tragha,"Avec Adlène Chennine, Lisa Cavazinni, Youssef Diawara"
Critikat.com,Pas mal,600 euros,2016-06-08,NA,Drame,NA,De Adnane Tragha,"Avec Adlène Chennine, Lisa Cavazinni, Youssef Diawara"
Le Monde,Pas mal,600 euros,2016-06-08,NA,Drame,NA,De Adnane Tragha,"Avec Adlène Chennine, Lisa Cavazinni, Youssef Diawara"
Les Fiches du Cinéma,Pas mal,600 euros,2016-06-08,NA,Drame,NA,De Adnane Tragha,"Avec Adlène Chennine, Lisa Cavazinni, Youssef Diawara"
Libération,Pas mal,600 euros,2016-06-08,NA,Drame,NA,De Adnane Tragha,"Avec Adlène Chennine, Lisa Cavazinni, Youssef Diawara"
Studio Ciné Live,Pas mal,600 euros,2016-06-08,NA,Drame,NA,De Adnane Tragha,"Avec Adlène Chennine, Lisa Cavazinni, Youssef Diawara"
Télérama,Pas mal,600 euros,2016-06-08,NA,Drame,NA,De Adnane Tragha,"Avec Adlène Chennine, Lisa Cavazinni, Youssef Diawara"
Ecran Large,Très bien,A Bigger Splash,2016-04-06,125,Drame,italien,De Luca Guadagnino,"Avec Tilda Swinton, Ralph Fiennes, Dakota Johnson"
Le Parisien,Très bien,A Bigger Splash,2016-04-06,125,Drame,italien,De Luca Guadagnino,"Avec Tilda Swinton, Ralph Fiennes, Dakota Johnson"
Libération,Très bien,A Bigger Splash,2016-04-06,125,Drame,italien,De Luca Guadagnino,"Avec Tilda Swinton, Ralph Fiennes, Dakota Johnson"
Télérama,Très bien,A Bigger Splash,2016-04-06,125,Drame,italien,De Luca Guadagnino,"Avec Tilda Swinton, Ralph Fiennes, Dakota Johnson"
Le Dauphiné Libéré,Pas mal,A Bigger Splash,2016-04-06,125,Drame,italien,De Luca Guadagnino,"Avec Tilda Swinton, Ralph Fiennes, Dakota Johnson"
Le Monde,Pas mal,A Bigger Splash,2016-04-06,125,Drame,italien,De Luca Guadagnino,"Avec Tilda Swinton, Ralph Fiennes, Dakota Johnson"
Première,Pas mal,A Bigger Splash,2016-04-06,125,Drame,italien,De Luca Guadagnino,"Avec Tilda Swinton, Ralph Fiennes, Dakota Johnson"
Voici,Pas mal,A Bigger Splash,2016-04-06,125,Drame,italien,De Luca Guadagnino,"Avec Tilda Swinton, Ralph Fiennes, Dakota Johnson"
Critikat.com,Pas terrible,A Bigger Splash,2016-04-06,125,Drame,italien,De Luca Guadagnino,"Avec Tilda Swinton, Ralph Fiennes, Dakota Johnson"
Le Journal du Dimanche,Pas terrible,A Bigger Splash,2016-04-06,125,Drame,italien,De Luca Guadagnino,"Avec Tilda Swinton, Ralph Fiennes, Dakota Johnson"
Les Fiches du Cinéma,Pas terrible,A Bigger Splash,2016-04-06,125,Drame,italien,De Luca Guadagnino,"Avec Tilda Swinton, Ralph Fiennes, Dakota Johnson"
Positif,Pas terrible,A Bigger Splash,2016-04-06,125,Drame,italien,De Luca Guadagnino,"Avec Tilda Swinton, Ralph Fiennes, Dakota Johnson"
Studio Ciné Live,Pas terrible,A Bigger Splash,2016-04-06,125,Drame,italien,De Luca Guadagnino,"Avec Tilda Swinton, Ralph Fiennes, Dakota Johnson"
aVoir-aLire.com,Pas terrible,A Bigger Splash,2016-04-06,125,Drame,italien,De Luca Guadagnino,"Avec Tilda Swinton, Ralph Fiennes, Dakota Johnson"
L'Express,Très mauvais,A Bigger Splash,2016-04-06,125,Drame,italien,De Luca Guadagnino,"Avec Tilda Swinton, Ralph Fiennes, Dakota Johnson"
Le Nouvel Observateur,Très mauvais,A Bigger Splash,2016-04-06,125,Drame,italien,De Luca Guadagnino,"Avec Tilda Swinton, Ralph Fiennes, Dakota Johnson"
Les Inrockuptibles,Très mauvais,A Bigger Splash,2016-04-06,125,Drame,italien,De Luca Guadagnino,"Avec Tilda Swinton, Ralph Fiennes, Dakota Johnson"
Metro,Très mauvais,A Bigger Splash,2016-04-06,125,Drame,italien,De Luca Guadagnino,"Avec Tilda Swinton, Ralph Fiennes, Dakota Johnson"
TF1 News,Très mauvais,A Bigger Splash,2016-04-06,125,Drame,italien,De Luca Guadagnino,"Avec Tilda Swinton, Ralph Fiennes, Dakota Johnson"
VSD,Très mauvais,A Bigger Splash,2016-04-06,125,Drame,italien,De Luca Guadagnino,"Avec Tilda Swinton, Ralph Fiennes, Dakota Johnson"
Ecran Large,Chef-d'oeuvre,À la poursuite de demain,2015-05-20,130,Aventure,américain,De Brad Bird,"Avec George Clooney, Hugh Laurie, Britt Robertson"
L'Ecran Fantastique,Chef-d'oeuvre,À la poursuite de demain,2015-05-20,130,Aventure,américain,De Brad Bird,"Avec George Clooney, Hugh Laurie, Britt Robertson"
20 Minutes,Très bien,À la poursuite de demain,2015-05-20,130,Aventure,américain,De Brad Bird,"Avec George Clooney, Hugh Laurie, Britt Robertson"
Filmsactu,Très bien,À la poursuite de demain,2015-05-20,130,Aventure,américain,De Brad Bird,"Avec George Clooney, Hugh Laurie, Britt Robertson"
La Croix,Très bien,À la poursuite de demain,2015-05-20,130,Aventure,américain,De Brad Bird,"Avec George Clooney, Hugh Laurie, Britt Robertson"
Le Dauphiné Libéré,Très bien,À la poursuite de demain,2015-05-20,130,Aventure,américain,De Brad Bird,"Avec George Clooney, Hugh Laurie, Britt Robertson"
Le Dauphiné Libéré,Très bien,À la poursuite de demain,2015-05-20,130,Aventure,américain,De Brad Bird,"Avec George Clooney, Hugh Laurie, Britt Robertson"
Mad Movies,Très bien,À la poursuite de demain,2015-05-20,130,Aventure,américain,De Brad Bird,"Avec George Clooney, Hugh Laurie, Britt Robertson"
Metro,Très bien,À la poursuite de demain,2015-05-20,130,Aventure,américain,De Brad Bird,"Avec George Clooney, Hugh Laurie, Britt Robertson"
Télé 2 semaines,Très bien,À la poursuite de demain,2015-05-20,130,Aventure,américain,De Brad Bird,"Avec George Clooney, Hugh Laurie, Britt Robertson"
Télé 7 Jours,Très bien,À la poursuite de demain,2015-05-20,130,Aventure,américain,De Brad Bird,"Avec George Clooney, Hugh Laurie, Britt Robertson"
CNews,Pas mal,À la poursuite de demain,2015-05-20,130,Aventure,américain,De Brad Bird,"Avec George Clooney, Hugh Laurie, Britt Robertson"
L'Express,Pas mal,À la poursuite de demain,2015-05-20,130,Aventure,américain,De Brad Bird,"Avec George Clooney, Hugh Laurie, Britt Robertson"
Le Journal du Dimanche,Pas mal,À la poursuite de demain,2015-05-20,130,Aventure,américain,De Brad Bird,"Avec George Clooney, Hugh Laurie, Britt Robertson"
Télérama,Pas mal,À la poursuite de demain,2015-05-20,130,Aventure,américain,De Brad Bird,"Avec George Clooney, Hugh Laurie, Britt Robertson"
Voici,Pas mal,À la poursuite de demain,2015-05-20,130,Aventure,américain,De Brad Bird,"Avec George Clooney, Hugh Laurie, Britt Robertson"
