paper,rating,title,date,duration,genre,nationality,direction,actors
Brazil,Très bien,1 journée,2009-05-20,95,Comédie dramatique,français,De Jacob Berger,"Avec Bruno Todeschini, Natacha Régnier, Louis Dussol"
Dvdrama,Très bien,1 journée,2009-05-20,95,Comédie dramatique,français,De Jacob Berger,"Avec Bruno Todeschini, Natacha Régnier, Louis Dussol"
L'Express,Très bien,1 journée,2009-05-20,95,Comédie dramatique,français,De Jacob Berger,"Avec Bruno Todeschini, Natacha Régnier, Louis Dussol"
Première,Très bien,1 journée,2009-05-20,95,Comédie dramatique,français,De Jacob Berger,"Avec Bruno Todeschini, Natacha Régnier, Louis Dussol"
Studio Ciné Live,Très bien,1 journée,2009-05-20,95,Comédie dramatique,français,De Jacob Berger,"Avec Bruno Todeschini, Natacha Régnier, Louis Dussol"
20 Minutes,Pas mal,1 journée,2009-05-20,95,Comédie dramatique,français,De Jacob Berger,"Avec Bruno Todeschini, Natacha Régnier, Louis Dussol"
Paris Match,Pas mal,1 journée,2009-05-20,95,Comédie dramatique,français,De Jacob Berger,"Avec Bruno Todeschini, Natacha Régnier, Louis Dussol"
TéléCinéObs,Pas mal,1 journée,2009-05-20,95,Comédie dramatique,français,De Jacob Berger,"Avec Bruno Todeschini, Natacha Régnier, Louis Dussol"
Le Figaroscope,Pas terrible,1 journée,2009-05-20,95,Comédie dramatique,français,De Jacob Berger,"Avec Bruno Todeschini, Natacha Régnier, Louis Dussol"
Télérama,Pas terrible,1 journée,2009-05-20,95,Comédie dramatique,français,De Jacob Berger,"Avec Bruno Todeschini, Natacha Régnier, Louis Dussol"
Libération,Chef-d'oeuvre,"10 canoés, 150 lances et 3 épouses",2006-12-20,91,Aventure,australien,"De Rolf De Heer, Peter Djigirr, Peter Djigirr","Avec Crusoe Kurddal, Jamie Gulpilil, Richard Birrinbirrin"
Cahiers du Cinéma,Très bien,"10 canoés, 150 lances et 3 épouses",2006-12-20,91,Aventure,australien,"De Rolf De Heer, Peter Djigirr, Peter Djigirr","Avec Crusoe Kurddal, Jamie Gulpilil, Richard Birrinbirrin"
Elle,Très bien,"10 canoés, 150 lances et 3 épouses",2006-12-20,91,Aventure,australien,"De Rolf De Heer, Peter Djigirr, Peter Djigirr","Avec Crusoe Kurddal, Jamie Gulpilil, Richard Birrinbirrin"
Le Figaroscope,Très bien,"10 canoés, 150 lances et 3 épouses",2006-12-20,91,Aventure,australien,"De Rolf De Heer, Peter Djigirr, Peter Djigirr","Avec Crusoe Kurddal, Jamie Gulpilil, Richard Birrinbirrin"
Le Monde,Très bien,"10 canoés, 150 lances et 3 épouses",2006-12-20,91,Aventure,australien,"De Rolf De Heer, Peter Djigirr, Peter Djigirr","Avec Crusoe Kurddal, Jamie Gulpilil, Richard Birrinbirrin"
Le Nouvel Observateur,Très bien,"10 canoés, 150 lances et 3 épouses",2006-12-20,91,Aventure,australien,"De Rolf De Heer, Peter Djigirr, Peter Djigirr","Avec Crusoe Kurddal, Jamie Gulpilil, Richard Birrinbirrin"
MCinéma.com,Très bien,"10 canoés, 150 lances et 3 épouses",2006-12-20,91,Aventure,australien,"De Rolf De Heer, Peter Djigirr, Peter Djigirr","Avec Crusoe Kurddal, Jamie Gulpilil, Richard Birrinbirrin"
Paris Match,Très bien,"10 canoés, 150 lances et 3 épouses",2006-12-20,91,Aventure,australien,"De Rolf De Heer, Peter Djigirr, Peter Djigirr","Avec Crusoe Kurddal, Jamie Gulpilil, Richard Birrinbirrin"
Positif,Très bien,"10 canoés, 150 lances et 3 épouses",2006-12-20,91,Aventure,australien,"De Rolf De Heer, Peter Djigirr, Peter Djigirr","Avec Crusoe Kurddal, Jamie Gulpilil, Richard Birrinbirrin"
Télérama,Très bien,"10 canoés, 150 lances et 3 épouses",2006-12-20,91,Aventure,australien,"De Rolf De Heer, Peter Djigirr, Peter Djigirr","Avec Crusoe Kurddal, Jamie Gulpilil, Richard Birrinbirrin"
aVoir-aLire.com,Très bien,"10 canoés, 150 lances et 3 épouses",2006-12-20,91,Aventure,australien,"De Rolf De Heer, Peter Djigirr, Peter Djigirr","Avec Crusoe Kurddal, Jamie Gulpilil, Richard Birrinbirrin"
20 Minutes,Pas mal,"10 canoés, 150 lances et 3 épouses",2006-12-20,91,Aventure,australien,"De Rolf De Heer, Peter Djigirr, Peter Djigirr","Avec Crusoe Kurddal, Jamie Gulpilil, Richard Birrinbirrin"
Chronic'art.com,Pas mal,"10 canoés, 150 lances et 3 épouses",2006-12-20,91,Aventure,australien,"De Rolf De Heer, Peter Djigirr, Peter Djigirr","Avec Crusoe Kurddal, Jamie Gulpilil, Richard Birrinbirrin"
L'Humanité,Pas mal,"10 canoés, 150 lances et 3 épouses",2006-12-20,91,Aventure,australien,"De Rolf De Heer, Peter Djigirr, Peter Djigirr","Avec Crusoe Kurddal, Jamie Gulpilil, Richard Birrinbirrin"
Le Journal du Dimanche,Pas mal,"10 canoés, 150 lances et 3 épouses",2006-12-20,91,Aventure,australien,"De Rolf De Heer, Peter Djigirr, Peter Djigirr","Avec Crusoe Kurddal, Jamie Gulpilil, Richard Birrinbirrin"
Le Point,Pas mal,"10 canoés, 150 lances et 3 épouses",2006-12-20,91,Aventure,australien,"De Rolf De Heer, Peter Djigirr, Peter Djigirr","Avec Crusoe Kurddal, Jamie Gulpilil, Richard Birrinbirrin"
Les Inrockuptibles,Pas mal,"10 canoés, 150 lances et 3 épouses",2006-12-20,91,Aventure,australien,"De Rolf De Heer, Peter Djigirr, Peter Djigirr","Avec Crusoe Kurddal, Jamie Gulpilil, Richard Birrinbirrin"
Première,Pas mal,"10 canoés, 150 lances et 3 épouses",2006-12-20,91,Aventure,australien,"De Rolf De Heer, Peter Djigirr, Peter Djigirr","Avec Crusoe Kurddal, Jamie Gulpilil, Richard Birrinbirrin"
Studio Magazine,Pas mal,"10 canoés, 150 lances et 3 épouses",2006-12-20,91,Aventure,australien,"De Rolf De Heer, Peter Djigirr, Peter Djigirr","Avec Crusoe Kurddal, Jamie Gulpilil, Richard Birrinbirrin"
TéléCinéObs,Pas mal,"10 canoés, 150 lances et 3 épouses",2006-12-20,91,Aventure,australien,"De Rolf De Heer, Peter Djigirr, Peter Djigirr","Avec Crusoe Kurddal, Jamie Gulpilil, Richard Birrinbirrin"
Ciné Live,Pas terrible,"10 canoés, 150 lances et 3 épouses",2006-12-20,91,Aventure,australien,"De Rolf De Heer, Peter Djigirr, Peter Djigirr","Avec Crusoe Kurddal, Jamie Gulpilil, Richard Birrinbirrin"
Ouest France,Pas terrible,"10 canoés, 150 lances et 3 épouses",2006-12-20,91,Aventure,australien,"De Rolf De Heer, Peter Djigirr, Peter Djigirr","Avec Crusoe Kurddal, Jamie Gulpilil, Richard Birrinbirrin"
