paper,rating,title,date,duration,genre,nationality,direction,actors
L'Humanité,Pas mal,100 Girls,2001-07-04,95,Comédie,américain,De Michael Davis,"Avec Jonathan Tucker, Larisa Oleynik, Jaime Pressly"
Première,Pas mal,100 Girls,2001-07-04,95,Comédie,américain,De Michael Davis,"Avec Jonathan Tucker, Larisa Oleynik, Jaime Pressly"
Chronic'art.com,Pas terrible,100 Girls,2001-07-04,95,Comédie,américain,De Michael Davis,"Avec Jonathan Tucker, Larisa Oleynik, Jaime Pressly"
Ciné Live,Pas terrible,100 Girls,2001-07-04,95,Comédie,américain,De Michael Davis,"Avec Jonathan Tucker, Larisa Oleynik, Jaime Pressly"
Le Figaroscope,Pas terrible,100 Girls,2001-07-04,95,Comédie,américain,De Michael Davis,"Avec Jonathan Tucker, Larisa Oleynik, Jaime Pressly"
Le Monde,Pas terrible,100 Girls,2001-07-04,95,Comédie,américain,De Michael Davis,"Avec Jonathan Tucker, Larisa Oleynik, Jaime Pressly"
Le Parisien,Pas terrible,100 Girls,2001-07-04,95,Comédie,américain,De Michael Davis,"Avec Jonathan Tucker, Larisa Oleynik, Jaime Pressly"
Les Inrockuptibles,Pas terrible,100 Girls,2001-07-04,95,Comédie,américain,De Michael Davis,"Avec Jonathan Tucker, Larisa Oleynik, Jaime Pressly"
MCinéma.com,Pas terrible,100 Girls,2001-07-04,95,Comédie,américain,De Michael Davis,"Avec Jonathan Tucker, Larisa Oleynik, Jaime Pressly"
Studio Magazine,Pas terrible,100 Girls,2001-07-04,95,Comédie,américain,De Michael Davis,"Avec Jonathan Tucker, Larisa Oleynik, Jaime Pressly"
Synopsis,Pas terrible,100 Girls,2001-07-04,95,Comédie,américain,De Michael Davis,"Avec Jonathan Tucker, Larisa Oleynik, Jaime Pressly"
TéléCinéObs,Pas terrible,100 Girls,2001-07-04,95,Comédie,américain,De Michael Davis,"Avec Jonathan Tucker, Larisa Oleynik, Jaime Pressly"
Télérama,Pas terrible,100 Girls,2001-07-04,95,Comédie,américain,De Michael Davis,"Avec Jonathan Tucker, Larisa Oleynik, Jaime Pressly"
Novaplanet.com,Très bien,101 Reykjavik,2001-10-31,88,Romance,norvégien,De Baltasar Kormákur,"Avec Victoria Abril, Hilmir Snær Guðnason, Hanna Maria Karlsdottir"
Novaplanet.com,Très bien,101 Reykjavik,2001-10-31,88,Romance,norvégien,De Baltasar Kormákur,"Avec Victoria Abril, Hilmir Snær Guðnason, Hanna Maria Karlsdottir"
Aden,Pas mal,101 Reykjavik,2001-10-31,88,Romance,norvégien,De Baltasar Kormákur,"Avec Victoria Abril, Hilmir Snær Guðnason, Hanna Maria Karlsdottir"
MCinéma.com,Pas mal,101 Reykjavik,2001-10-31,88,Romance,norvégien,De Baltasar Kormákur,"Avec Victoria Abril, Hilmir Snær Guðnason, Hanna Maria Karlsdottir"
Ouirock.com,Pas mal,101 Reykjavik,2001-10-31,88,Romance,norvégien,De Baltasar Kormákur,"Avec Victoria Abril, Hilmir Snær Guðnason, Hanna Maria Karlsdottir"
Première,Pas mal,101 Reykjavik,2001-10-31,88,Romance,norvégien,De Baltasar Kormákur,"Avec Victoria Abril, Hilmir Snær Guðnason, Hanna Maria Karlsdottir"
Studio Magazine,Pas mal,101 Reykjavik,2001-10-31,88,Romance,norvégien,De Baltasar Kormákur,"Avec Victoria Abril, Hilmir Snær Guðnason, Hanna Maria Karlsdottir"
Télérama,Pas mal,101 Reykjavik,2001-10-31,88,Romance,norvégien,De Baltasar Kormákur,"Avec Victoria Abril, Hilmir Snær Guðnason, Hanna Maria Karlsdottir"
Les Inrockuptibles,Pas terrible,101 Reykjavik,2001-10-31,88,Romance,norvégien,De Baltasar Kormákur,"Avec Victoria Abril, Hilmir Snær Guðnason, Hanna Maria Karlsdottir"
Le Parisien,Très bien,102 dalmatiens,2001-01-31,100,Comédie,américain,De Kevin Lima,"Avec Tim McInnerny, Jim Carter, Ron Cook"
Le Point,Très bien,102 dalmatiens,2001-01-31,100,Comédie,américain,De Kevin Lima,"Avec Tim McInnerny, Jim Carter, Ron Cook"
Studio Magazine,Très bien,102 dalmatiens,2001-01-31,100,Comédie,américain,De Kevin Lima,"Avec Tim McInnerny, Jim Carter, Ron Cook"
Aden,Pas mal,102 dalmatiens,2001-01-31,100,Comédie,américain,De Kevin Lima,"Avec Tim McInnerny, Jim Carter, Ron Cook"
Ciné Live,Pas mal,102 dalmatiens,2001-01-31,100,Comédie,américain,De Kevin Lima,"Avec Tim McInnerny, Jim Carter, Ron Cook"
L'Express,Pas mal,102 dalmatiens,2001-01-31,100,Comédie,américain,De Kevin Lima,"Avec Tim McInnerny, Jim Carter, Ron Cook"
Le Figaro,Pas mal,102 dalmatiens,2001-01-31,100,Comédie,américain,De Kevin Lima,"Avec Tim McInnerny, Jim Carter, Ron Cook"
Le Journal du Dimanche,Pas mal,102 dalmatiens,2001-01-31,100,Comédie,américain,De Kevin Lima,"Avec Tim McInnerny, Jim Carter, Ron Cook"
MCinéma.com,Pas mal,102 dalmatiens,2001-01-31,100,Comédie,américain,De Kevin Lima,"Avec Tim McInnerny, Jim Carter, Ron Cook"
Urbuz,Pas mal,102 dalmatiens,2001-01-31,100,Comédie,américain,De Kevin Lima,"Avec Tim McInnerny, Jim Carter, Ron Cook"
Ciné Live,Pas terrible,102 dalmatiens,2001-01-31,100,Comédie,américain,De Kevin Lima,"Avec Tim McInnerny, Jim Carter, Ron Cook"
Le Monde,Pas terrible,102 dalmatiens,2001-01-31,100,Comédie,américain,De Kevin Lima,"Avec Tim McInnerny, Jim Carter, Ron Cook"
Le Nouvel Observateur,Pas terrible,102 dalmatiens,2001-01-31,100,Comédie,américain,De Kevin Lima,"Avec Tim McInnerny, Jim Carter, Ron Cook"
Repérages,Pas terrible,102 dalmatiens,2001-01-31,100,Comédie,américain,De Kevin Lima,"Avec Tim McInnerny, Jim Carter, Ron Cook"
